areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate,newCasesBySpecimenDateRollingRate
E12000001,North East,region,2022-01-29,737063,27494.5,1320,
E12000001,North East,region,2022-01-28,735743,27445.3,2444,
E12000001,North East,region,2022-01-27,733299,27354.1,3160,
E12000001,North East,region,2022-01-26,730139,27236.2,3765,
E12000001,North East,region,2022-01-25,726374,27095.8,4134,1077.6
E12000001,North East,region,2022-01-24,722240,26941.6,4577,1127.9
E12000001,North East,region,2022-01-23,717663,26770.8,3885,1192.2
E12000001,North East,region,2022-01-22,713778,26625.9,3087,1226.6
E12000001,North East,region,2022-01-21,710691,26510.8,3813,1259.8
E12000001,North East,region,2022-01-20,706878,26368.5,4354,1288.7
E12000001,North East,region,2022-01-19,702524,26206.1,5037,1313.7
E12000001,North East,region,2022-01-18,697487,26018.2,5483,1340.0
E12000001,North East,region,2022-01-17,692004,25813.7,6301,1381.0
E12000001,North East,region,2022-01-16,685703,25578.7,4807,1419.7
E12000001,North East,region,2022-01-15,680896,25399.3,3976,1440.1
E12000001,North East,region,2022-01-14,676920,25251.0,4588,1486.4
E12000001,North East,region,2022-01-13,672332,25079.9,5025,1588.8
E12000001,North East,region,2022-01-12,667307,24892.4,5742,1764.8
E12000001,North East,region,2022-01-11,661565,24678.2,6581,2020.5
E12000001,North East,region,2022-01-10,654984,24432.7,7339,2320.2
E12000001,North East,region,2022-01-09,647645,24159.0,5356,2475.3
E12000001,North East,region,2022-01-08,642289,23959.2,5217,2578.7
E12000001,North East,region,2022-01-07,637072,23764.6,7331,2586.4
E12000001,North East,region,2022-01-06,629741,23491.1,9744,2625.0
E12000001,North East,region,2022-01-05,619997,23127.6,12597,2607.5
E12000001,North East,region,2022-01-04,607400,22657.7,14615,2498.1
E12000001,North East,region,2022-01-03,592785,22112.5,11498,2210.8
E12000001,North East,region,2022-01-02,581287,21683.6,8127,1986.4
E12000001,North East,region,2022-01-01,573160,21380.5,5424,1819.1
E12000001,North East,region,2021-12-31,567736,21178.1,8366,1690.7
E12000001,North East,region,2021-12-30,559370,20866.1,9274,1514.8
E12000001,North East,region,2021-12-29,550096,20520.1,9664,1317.4
E12000001,North East,region,2021-12-28,540432,20159.6,6913,1095.3
E12000001,North East,region,2021-12-27,533519,19901.8,5483,948.2
E12000001,North East,region,2021-12-26,528036,19697.2,3643,841.7
E12000001,North East,region,2021-12-25,524393,19561.3,1980,770.0
E12000001,North East,region,2021-12-24,522413,19487.5,3652,756.1
E12000001,North East,region,2021-12-23,518761,19351.2,3982,683.6
E12000001,North East,region,2021-12-22,514779,19202.7,3709,604.4
E12000001,North East,region,2021-12-21,511070,19064.3,2970,542.8
E12000001,North East,region,2021-12-20,508100,18953.6,2628,505.1
E12000001,North East,region,2021-12-19,505472,18855.5,1722,480.9
E12000001,North East,region,2021-12-18,503750,18791.3,1606,467.0
E12000001,North East,region,2021-12-17,502144,18731.4,1710,452.1
E12000001,North East,region,2021-12-16,500434,18667.6,1858,437.6
E12000001,North East,region,2021-12-15,498576,18598.3,2057,427.2
E12000001,North East,region,2021-12-14,496519,18521.6,1960,413.9
E12000001,North East,region,2021-12-13,494559,18448.4,1978,396.0
E12000001,North East,region,2021-12-12,492581,18374.7,1350,386.5
E12000001,North East,region,2021-12-11,491231,18324.3,1207,381.5
E12000001,North East,region,2021-12-10,490024,18279.3,1322,378.7
E12000001,North East,region,2021-12-09,488702,18230.0,1579,378.7
E12000001,North East,region,2021-12-08,487123,18171.1,1700,374.9
E12000001,North East,region,2021-12-07,485423,18107.6,1481,374.5
E12000001,North East,region,2021-12-06,483942,18052.4,1722,383.2
E12000001,North East,region,2021-12-05,482220,17988.2,1217,384.8
E12000001,North East,region,2021-12-04,481003,17942.8,1130,392.6
E12000001,North East,region,2021-12-03,479873,17900.6,1322,379.5
E12000001,North East,region,2021-12-02,478551,17851.3,1478,377.6
E12000001,North East,region,2021-12-01,477073,17796.2,1689,377.0
E12000001,North East,region,2021-11-30,475384,17733.2,1716,373.6
E12000001,North East,region,2021-11-29,473668,17669.1,1763,371.5
E12000001,North East,region,2021-11-28,471905,17603.4,1427,373.6
E12000001,North East,region,2021-11-27,470478,17550.2,778,367.0
E12000001,North East,region,2021-11-26,469700,17521.1,1272,382.6
E12000001,North East,region,2021-11-25,468428,17473.7,1462,386.8
E12000001,North East,region,2021-11-24,466966,17419.1,1597,390.3
E12000001,North East,region,2021-11-23,465369,17359.6,1659,395.4
E12000001,North East,region,2021-11-22,463710,17297.7,1821,393.0
E12000001,North East,region,2021-11-21,461889,17229.8,1249,388.9
E12000001,North East,region,2021-11-20,460640,17183.2,1197,387.4
E12000001,North East,region,2021-11-19,459443,17138.5,1385,387.1
E12000001,North East,region,2021-11-18,458058,17086.9,1555,387.7
E12000001,North East,region,2021-11-17,456503,17028.8,1734,385.6
E12000001,North East,region,2021-11-16,454769,16964.2,1595,381.4
E12000001,North East,region,2021-11-15,453174,16904.7,1711,381.2
E12000001,North East,region,2021-11-14,451463,16840.8,1209,384.7
E12000001,North East,region,2021-11-13,450254,16795.7,1187,387.4
E12000001,North East,region,2021-11-12,449067,16751.5,1401,385.9
E12000001,North East,region,2021-11-11,447666,16699.2,1500,382.3
E12000001,North East,region,2021-11-10,446166,16643.2,1621,378.6
E12000001,North East,region,2021-11-09,444545,16582.8,1590,378.0
E12000001,North East,region,2021-11-08,442955,16523.5,1804,383.5
E12000001,North East,region,2021-11-07,441151,16456.2,1282,396.0
E12000001,North East,region,2021-11-06,439869,16408.4,1146,411.9
E12000001,North East,region,2021-11-05,438723,16365.6,1305,425.3
E12000001,North East,region,2021-11-04,437418,16316.9,1402,449.1
E12000001,North East,region,2021-11-03,436016,16264.6,1603,469.6
E12000001,North East,region,2021-11-02,434413,16204.8,1739,484.9
E12000001,North East,region,2021-11-01,432674,16140.0,2138,494.2
E12000001,North East,region,2021-10-31,430536,16060.2,1708,493.3
E12000001,North East,region,2021-10-30,428828,15996.5,1507,489.4
E12000001,North East,region,2021-10-29,427321,15940.3,1943,486.4
E12000001,North East,region,2021-10-28,425378,15867.8,1951,479.0
E12000001,North East,region,2021-10-27,423427,15795.0,2013,475.2
E12000001,North East,region,2021-10-26,421414,15719.9,1987,482.8
E12000001,North East,region,2021-10-25,419427,15645.8,2114,487.7
E12000001,North East,region,2021-10-24,417313,15566.9,1604,499.6
E12000001,North East,region,2021-10-23,415709,15507.1,1427,503.8
E12000001,North East,region,2021-10-22,414282,15453.9,1745,504.7
E12000001,North East,region,2021-10-21,412537,15388.8,1849,500.3
E12000001,North East,region,2021-10-20,410688,15319.8,2216,496.8
E12000001,North East,region,2021-10-19,408472,15237.2,2118,485.6
E12000001,North East,region,2021-10-18,406354,15158.1,2434,478.2
E12000001,North East,region,2021-10-17,403920,15067.4,1718,468.3
E12000001,North East,region,2021-10-16,402202,15003.3,1450,463.4
E12000001,North East,region,2021-10-15,400752,14949.2,1627,455.7
E12000001,North East,region,2021-10-14,399125,14888.5,1756,450.0
E12000001,North East,region,2021-10-13,397369,14823.0,1916,440.5
E12000001,North East,region,2021-10-12,395453,14751.5,1918,426.0
E12000001,North East,region,2021-10-11,393535,14680.0,2168,413.3
E12000001,North East,region,2021-10-10,391367,14599.1,1588,398.3
E12000001,North East,region,2021-10-09,389779,14539.9,1242,384.9
E12000001,North East,region,2021-10-08,388537,14493.5,1475,374.1
E12000001,North East,region,2021-10-07,387062,14438.5,1503,360.1
E12000001,North East,region,2021-10-06,385559,14382.4,1525,347.8
E12000001,North East,region,2021-10-05,384034,14325.5,1579,338.0
E12000001,North East,region,2021-10-04,382455,14266.6,1766,328.4
E12000001,North East,region,2021-10-03,380689,14200.8,1228,319.2
E12000001,North East,region,2021-10-02,379461,14155.0,954,319.1
E12000001,North East,region,2021-10-01,378507,14119.4,1098,326.7
E12000001,North East,region,2021-09-30,377409,14078.4,1175,332.8
E12000001,North East,region,2021-09-29,376234,14034.6,1261,344.1
E12000001,North East,region,2021-09-28,374973,13987.5,1321,350.5
E12000001,North East,region,2021-09-27,373652,13938.3,1520,363.6
E12000001,North East,region,2021-09-26,372132,13881.6,1224,369.0
E12000001,North East,region,2021-09-25,370908,13835.9,1158,371.4
E12000001,North East,region,2021-09-24,369750,13792.7,1262,367.4
E12000001,North East,region,2021-09-23,368488,13745.6,1478,365.0
E12000001,North East,region,2021-09-22,367010,13690.5,1432,358.2
E12000001,North East,region,2021-09-21,365578,13637.1,1673,354.4
E12000001,North East,region,2021-09-20,363905,13574.7,1666,336.7
E12000001,North East,region,2021-09-19,362239,13512.5,1287,327.3
E12000001,North East,region,2021-09-18,360952,13464.5,1052,318.0
E12000001,North East,region,2021-09-17,359900,13425.3,1196,317.7
E12000001,North East,region,2021-09-16,358704,13380.7,1296,321.1
E12000001,North East,region,2021-09-15,357408,13332.3,1331,328.9
E12000001,North East,region,2021-09-14,356077,13282.7,1197,338.5
E12000001,North East,region,2021-09-13,354880,13238.0,1414,357.8
E12000001,North East,region,2021-09-12,353466,13185.3,1039,374.7
E12000001,North East,region,2021-09-11,352427,13146.5,1045,385.6
E12000001,North East,region,2021-09-10,351382,13107.5,1286,395.3
E12000001,North East,region,2021-09-09,350096,13059.6,1505,403.5
E12000001,North East,region,2021-09-08,348591,13003.4,1589,406.0
E12000001,North East,region,2021-09-07,347002,12944.2,1714,407.6
E12000001,North East,region,2021-09-06,345288,12880.2,1867,406.6
E12000001,North East,region,2021-09-05,343421,12810.6,1331,386.3
E12000001,North East,region,2021-09-04,342090,12760.9,1304,372.6
E12000001,North East,region,2021-09-03,340786,12712.3,1508,360.9
E12000001,North East,region,2021-09-02,339278,12656.0,1571,348.3
E12000001,North East,region,2021-09-01,337707,12597.4,1631,338.3
E12000001,North East,region,2021-08-31,336076,12536.6,1689,329.2
E12000001,North East,region,2021-08-30,334387,12473.6,1321,318.3
E12000001,North East,region,2021-08-29,333066,12424.3,965,321.5
E12000001,North East,region,2021-08-28,332101,12388.3,991,325.7
E12000001,North East,region,2021-08-27,331110,12351.3,1168,326.4
E12000001,North East,region,2021-08-26,329942,12307.8,1305,324.8
E12000001,North East,region,2021-08-25,328637,12259.1,1386,322.0
E12000001,North East,region,2021-08-24,327251,12207.4,1397,317.4
E12000001,North East,region,2021-08-23,325854,12155.3,1407,311.2
E12000001,North East,region,2021-08-22,324447,12102.8,1077,307.3
E12000001,North East,region,2021-08-21,323370,12062.6,1009,300.3
E12000001,North East,region,2021-08-20,322361,12025.0,1125,297.0
E12000001,North East,region,2021-08-19,321236,11983.0,1231,294.6
E12000001,North East,region,2021-08-18,320005,11937.1,1262,289.4
E12000001,North East,region,2021-08-17,318743,11890.0,1231,285.9
E12000001,North East,region,2021-08-16,317512,11844.1,1304,282.3
E12000001,North East,region,2021-08-15,316208,11795.4,888,279.4
E12000001,North East,region,2021-08-14,315320,11762.3,921,278.9
E12000001,North East,region,2021-08-13,314399,11728.0,1060,278.0
E12000001,North East,region,2021-08-12,313339,11688.4,1091,277.9
E12000001,North East,region,2021-08-11,312248,11647.7,1168,283.6
E12000001,North East,region,2021-08-10,311080,11604.2,1136,289.3
E12000001,North East,region,2021-08-09,309944,11561.8,1226,292.3
E12000001,North East,region,2021-08-08,308718,11516.0,875,291.0
E12000001,North East,region,2021-08-07,307843,11483.4,897,291.0
E12000001,North East,region,2021-08-06,306946,11449.9,1056,290.3
E12000001,North East,region,2021-08-05,305890,11410.6,1245,293.8
E12000001,North East,region,2021-08-04,304645,11364.1,1321,294.0
E12000001,North East,region,2021-08-03,303324,11314.8,1215,297.6
E12000001,North East,region,2021-08-02,302109,11269.5,1192,308.1
E12000001,North East,region,2021-08-01,300917,11225.1,876,326.8
E12000001,North East,region,2021-07-31,300041,11192.4,877,340.2
E12000001,North East,region,2021-07-30,299164,11159.7,1151,357.8
E12000001,North East,region,2021-07-29,298013,11116.7,1250,374.8
E12000001,North East,region,2021-07-28,296763,11070.1,1417,397.8
E12000001,North East,region,2021-07-27,295346,11017.2,1497,423.5
E12000001,North East,region,2021-07-26,293849,10961.4,1692,463.0
E12000001,North East,region,2021-07-25,292157,10898.3,1237,526.9
E12000001,North East,region,2021-07-24,290920,10852.1,1348,570.7
E12000001,North East,region,2021-07-23,289572,10801.9,1607,618.4
E12000001,North East,region,2021-07-22,287965,10741.9,1865,703.1
E12000001,North East,region,2021-07-21,286100,10672.3,2106,802.8
E12000001,North East,region,2021-07-20,283994,10593.8,2558,882.7
E12000001,North East,region,2021-07-19,281436,10498.4,3403,939.7
E12000001,North East,region,2021-07-18,278033,10371.4,2412,961.3
E12000001,North East,region,2021-07-17,275621,10281.4,2627,978.5
E12000001,North East,region,2021-07-16,272994,10183.4,3877,986.0
E12000001,North East,region,2021-07-15,269117,10038.8,4537,956.9
E12000001,North East,region,2021-07-14,264580,9869.6,4248,907.5
E12000001,North East,region,2021-07-13,260332,9711.1,4088,886.1
E12000001,North East,region,2021-07-12,256244,9558.6,3982,864.5
E12000001,North East,region,2021-07-11,252262,9410.1,2872,842.6
E12000001,North East,region,2021-07-10,249390,9302.9,2829,825.3
E12000001,North East,region,2021-07-09,246561,9197.4,3096,803.7
E12000001,North East,region,2021-07-08,243465,9081.9,3212,773.1
E12000001,North East,region,2021-07-07,240253,8962.1,3675,748.5
E12000001,North East,region,2021-07-06,236578,8825.0,3510,704.4
E12000001,North East,region,2021-07-05,233068,8694.1,3393,662.0
E12000001,North East,region,2021-07-04,229675,8567.5,2408,619.9
E12000001,North East,region,2021-07-03,227267,8477.7,2251,589.6
E12000001,North East,region,2021-07-02,225016,8393.7,2276,555.0
E12000001,North East,region,2021-07-01,222740,8308.8,2552,525.8
E12000001,North East,region,2021-06-30,220188,8213.6,2493,481.5
E12000001,North East,region,2021-06-29,217695,8120.6,2373,437.8
E12000001,North East,region,2021-06-28,215322,8032.1,2266,393.0
E12000001,North East,region,2021-06-27,213056,7947.6,1594,348.2
E12000001,North East,region,2021-06-26,211462,7888.1,1323,313.9
E12000001,North East,region,2021-06-25,210139,7838.8,1495,287.4
E12000001,North East,region,2021-06-24,208644,7783.0,1363,257.8
E12000001,North East,region,2021-06-23,207281,7732.2,1322,234.6
E12000001,North East,region,2021-06-22,205959,7682.8,1173,209.1
E12000001,North East,region,2021-06-21,204786,7639.1,1064,188.9
E12000001,North East,region,2021-06-20,203722,7599.4,675,173.8
E12000001,North East,region,2021-06-19,203047,7574.2,613,163.4
E12000001,North East,region,2021-06-18,202434,7551.4,701,153.7
E12000001,North East,region,2021-06-17,201733,7525.2,740,142.3
E12000001,North East,region,2021-06-16,200993,7497.6,640,129.4
E12000001,North East,region,2021-06-15,200353,7473.7,631,119.1
E12000001,North East,region,2021-06-14,199722,7450.2,660,107.1
E12000001,North East,region,2021-06-13,199062,7425.6,396,93.4
E12000001,North East,region,2021-06-12,198666,7410.8,353,86.6
E12000001,North East,region,2021-06-11,198313,7397.6,394,79.2
E12000001,North East,region,2021-06-10,197919,7382.9,394,71.5
E12000001,North East,region,2021-06-09,197525,7368.2,364,64.9
E12000001,North East,region,2021-06-08,197161,7354.7,309,56.9
E12000001,North East,region,2021-06-07,196852,7343.1,295,50.2
E12000001,North East,region,2021-06-06,196557,7332.1,212,42.5
E12000001,North East,region,2021-06-05,196345,7324.2,154,37.8
E12000001,North East,region,2021-06-04,196191,7318.5,189,35.8
E12000001,North East,region,2021-06-03,196002,7311.4,217,32.5
E12000001,North East,region,2021-06-02,195785,7303.3,150,27.9
E12000001,North East,region,2021-06-01,195635,7297.7,128,25.8
E12000001,North East,region,2021-05-31,195507,7293.0,90,24.4
E12000001,North East,region,2021-05-30,195417,7289.6,85,24.0
E12000001,North East,region,2021-05-29,195332,7286.4,100,23.8
E12000001,North East,region,2021-05-28,195232,7282.7,102,22.0
E12000001,North East,region,2021-05-27,195130,7278.9,93,20.6
E12000001,North East,region,2021-05-26,195037,7275.4,93,19.5
E12000001,North East,region,2021-05-25,194944,7272.0,92,19.0
E12000001,North East,region,2021-05-24,194852,7268.5,78,19.0
E12000001,North East,region,2021-05-23,194774,7265.6,79,19.8
E12000001,North East,region,2021-05-22,194695,7262.7,54,19.6
E12000001,North East,region,2021-05-21,194641,7260.7,64,19.4
E12000001,North East,region,2021-05-20,194577,7258.3,64,19.3
E12000001,North East,region,2021-05-19,194513,7255.9,79,19.8
E12000001,North East,region,2021-05-18,194434,7252.9,92,19.6
E12000001,North East,region,2021-05-17,194342,7249.5,98,19.7
E12000001,North East,region,2021-05-16,194244,7245.8,74,18.5
E12000001,North East,region,2021-05-15,194170,7243.1,48,19.4
E12000001,North East,region,2021-05-14,194122,7241.3,62,19.8
E12000001,North East,region,2021-05-13,194060,7239.0,77,20.2
E12000001,North East,region,2021-05-12,193983,7236.1,74,20.3
E12000001,North East,region,2021-05-11,193909,7233.4,94,20.8
E12000001,North East,region,2021-05-10,193815,7229.8,67,21.6
E12000001,North East,region,2021-05-09,193748,7227.3,97,21.6
E12000001,North East,region,2021-05-08,193651,7223.7,59,20.0
E12000001,North East,region,2021-05-07,193592,7221.5,73,19.7
E12000001,North East,region,2021-05-06,193519,7218.8,81,19.5
E12000001,North East,region,2021-05-05,193438,7215.8,86,19.0
E12000001,North East,region,2021-05-04,193352,7212.6,116,18.8
E12000001,North East,region,2021-05-03,193236,7208.2,68,18.1
E12000001,North East,region,2021-05-02,193168,7205.7,54,19.5
E12000001,North East,region,2021-05-01,193114,7203.7,50,20.8
E12000001,North East,region,2021-04-30,193064,7201.8,67,21.0
E12000001,North East,region,2021-04-29,192997,7199.3,68,21.3
E12000001,North East,region,2021-04-28,192929,7196.8,80,20.9
E12000001,North East,region,2021-04-27,192849,7193.8,99,21.7
E12000001,North East,region,2021-04-26,192750,7190.1,105,20.9
E12000001,North East,region,2021-04-25,192645,7186.2,89,20.5
E12000001,North East,region,2021-04-24,192556,7182.9,55,20.6
E12000001,North East,region,2021-04-23,192501,7180.8,75,21.0
E12000001,North East,region,2021-04-22,192426,7178.0,56,21.4
E12000001,North East,region,2021-04-21,192370,7175.9,102,22.1
E12000001,North East,region,2021-04-20,192268,7172.1,79,21.7
E12000001,North East,region,2021-04-19,192189,7169.2,94,20.9
E12000001,North East,region,2021-04-18,192095,7165.7,92,20.6
E12000001,North East,region,2021-04-17,192003,7162.3,64,21.3
E12000001,North East,region,2021-04-16,191939,7159.9,87,21.9
E12000001,North East,region,2021-04-15,191852,7156.6,74,22.0
E12000001,North East,region,2021-04-14,191778,7153.9,92,22.9
E12000001,North East,region,2021-04-13,191686,7150.4,56,23.9
E12000001,North East,region,2021-04-12,191630,7148.3,87,26.7
E12000001,North East,region,2021-04-11,191543,7145.1,112,28.2
E12000001,North East,region,2021-04-10,191431,7140.9,78,27.9
E12000001,North East,region,2021-04-09,191353,7138.0,92,28.7
E12000001,North East,region,2021-04-08,191261,7134.6,98,28.8
E12000001,North East,region,2021-04-07,191163,7130.9,117,30.6
E12000001,North East,region,2021-04-06,191046,7126.6,133,34.4
E12000001,North East,region,2021-04-05,190913,7121.6,126,36.0
E12000001,North East,region,2021-04-04,190787,7116.9,103,39.5
E12000001,North East,region,2021-04-03,190684,7113.0,100,45.5
E12000001,North East,region,2021-04-02,190584,7109.3,95,49.4
E12000001,North East,region,2021-04-01,190489,7105.8,147,53.4
E12000001,North East,region,2021-03-31,190342,7100.3,217,56.2
E12000001,North East,region,2021-03-30,190125,7092.2,176,53.8
E12000001,North East,region,2021-03-29,189949,7085.6,222,52.7
E12000001,North East,region,2021-03-28,189727,7077.4,264,55.8
E12000001,North East,region,2021-03-27,189463,7067.5,202,56.7
E12000001,North East,region,2021-03-26,189261,7060.0,204,57.1
E12000001,North East,region,2021-03-25,189057,7052.4,221,58.5
E12000001,North East,region,2021-03-24,188836,7044.1,153,59.9
E12000001,North East,region,2021-03-23,188683,7038.4,148,65.4
E12000001,North East,region,2021-03-22,188535,7032.9,305,71.2
E12000001,North East,region,2021-03-21,188230,7021.5,288,71.4
E12000001,North East,region,2021-03-20,187942,7010.8,211,68.2
E12000001,North East,region,2021-03-19,187731,7002.9,241,69.9
E12000001,North East,region,2021-03-18,187490,6993.9,260,71.7
E12000001,North East,region,2021-03-17,187230,6984.2,300,73.2
E12000001,North East,region,2021-03-16,186930,6973.0,303,73.6
E12000001,North East,region,2021-03-15,186627,6961.7,312,75.4
E12000001,North East,region,2021-03-14,186315,6950.1,202,76.2
E12000001,North East,region,2021-03-13,186113,6942.5,256,76.7
E12000001,North East,region,2021-03-12,185857,6933.0,289,76.1
E12000001,North East,region,2021-03-11,185568,6922.2,299,75.4
E12000001,North East,region,2021-03-10,185269,6911.1,311,75.2
E12000001,North East,region,2021-03-09,184958,6899.5,352,76.4
E12000001,North East,region,2021-03-08,184606,6886.3,334,75.0
E12000001,North East,region,2021-03-07,184272,6873.9,214,76.7
E12000001,North East,region,2021-03-06,184058,6865.9,240,78.1
E12000001,North East,region,2021-03-05,183818,6856.9,271,79.6
E12000001,North East,region,2021-03-04,183547,6846.8,293,83.2
E12000001,North East,region,2021-03-03,183254,6835.9,343,89.1
E12000001,North East,region,2021-03-02,182911,6823.1,316,92.6
E12000001,North East,region,2021-03-01,182595,6811.3,378,95.5
E12000001,North East,region,2021-02-28,182217,6797.2,254,101.8
E12000001,North East,region,2021-02-27,181963,6787.7,280,107.5
E12000001,North East,region,2021-02-26,181683,6777.3,366,110.0
E12000001,North East,region,2021-02-25,181317,6763.6,452,113.5
E12000001,North East,region,2021-02-24,180865,6746.8,437,118.1
E12000001,North East,region,2021-02-23,180428,6730.5,393,123.7
E12000001,North East,region,2021-02-22,180035,6715.8,548,135.6
E12000001,North East,region,2021-02-21,179487,6695.4,406,142.0
E12000001,North East,region,2021-02-20,179081,6680.2,348,144.7
E12000001,North East,region,2021-02-19,178733,6667.2,458,150.0
E12000001,North East,region,2021-02-18,178275,6650.2,576,153.7
E12000001,North East,region,2021-02-17,177699,6628.7,587,157.0
E12000001,North East,region,2021-02-16,177112,6606.8,711,160.8
E12000001,North East,region,2021-02-15,176401,6580.3,722,159.6
E12000001,North East,region,2021-02-14,175679,6553.3,477,161.1
E12000001,North East,region,2021-02-13,175202,6535.5,490,165.2
E12000001,North East,region,2021-02-12,174712,6517.2,557,168.3
E12000001,North East,region,2021-02-11,174155,6496.5,664,172.9
E12000001,North East,region,2021-02-10,173491,6471.7,691,179.0
E12000001,North East,region,2021-02-09,172800,6445.9,678,185.5
E12000001,North East,region,2021-02-08,172122,6420.6,762,192.0
E12000001,North East,region,2021-02-07,171360,6392.2,586,201.0
E12000001,North East,region,2021-02-06,170774,6370.4,574,206.5
E12000001,North East,region,2021-02-05,170200,6348.9,680,213.3
E12000001,North East,region,2021-02-04,169520,6323.6,828,220.5
E12000001,North East,region,2021-02-03,168692,6292.7,865,225.0
E12000001,North East,region,2021-02-02,167827,6260.4,853,229.0
E12000001,North East,region,2021-02-01,166974,6228.6,1003,237.1
E12000001,North East,region,2021-01-31,165971,6191.2,733,243.5
E12000001,North East,region,2021-01-30,165238,6163.8,757,243.0
E12000001,North East,region,2021-01-29,164481,6135.6,873,242.1
E12000001,North East,region,2021-01-28,163608,6103.0,949,245.6
E12000001,North East,region,2021-01-27,162659,6067.6,972,251.7
E12000001,North East,region,2021-01-26,161687,6031.4,1068,263.9
E12000001,North East,region,2021-01-25,160619,5991.5,1176,270.9
E12000001,North East,region,2021-01-24,159443,5947.7,720,285.1
E12000001,North East,region,2021-01-23,158723,5920.8,731,293.6
E12000001,North East,region,2021-01-22,157992,5893.5,968,304.1
E12000001,North East,region,2021-01-21,157024,5857.4,1113,313.5
E12000001,North East,region,2021-01-20,155911,5815.9,1298,317.7
E12000001,North East,region,2021-01-19,154613,5767.5,1256,321.2
E12000001,North East,region,2021-01-18,153357,5720.6,1558,327.7
E12000001,North East,region,2021-01-17,151799,5662.5,947,332.6
E12000001,North East,region,2021-01-16,150852,5627.2,1012,336.8
E12000001,North East,region,2021-01-15,149840,5589.5,1221,336.6
E12000001,North East,region,2021-01-14,148619,5543.9,1226,334.0
E12000001,North East,region,2021-01-13,147393,5498.2,1391,343.4
E12000001,North East,region,2021-01-12,146002,5446.3,1429,347.8
E12000001,North East,region,2021-01-11,144573,5393.0,1689,359.3
E12000001,North East,region,2021-01-10,142884,5330.0,1062,382.0
E12000001,North East,region,2021-01-09,141822,5290.4,1006,405.4
E12000001,North East,region,2021-01-08,140816,5252.8,1151,433.9
E12000001,North East,region,2021-01-07,139665,5209.9,1478,426.6
E12000001,North East,region,2021-01-06,138187,5154.8,1508,429.9
E12000001,North East,region,2021-01-05,136679,5098.5,1738,458.8
E12000001,North East,region,2021-01-04,134941,5033.7,2297,484.9
E12000001,North East,region,2021-01-03,132644,4948.0,1689,452.7
E12000001,North East,region,2021-01-02,130955,4885.0,1770,437.6
E12000001,North East,region,2021-01-01,129185,4819.0,957,408.0
E12000001,North East,region,2020-12-31,128228,4783.3,1565,384.1
E12000001,North East,region,2020-12-30,126663,4724.9,2283,354.8
E12000001,North East,region,2020-12-29,124380,4639.7,2439,310.1
E12000001,North East,region,2020-12-28,121941,4548.7,1434,261.5
E12000001,North East,region,2020-12-27,120507,4495.3,1282,245.7
E12000001,North East,region,2020-12-26,119225,4447.4,978,226.1
E12000001,North East,region,2020-12-25,118247,4410.9,317,212.2
E12000001,North East,region,2020-12-24,117930,4399.1,779,229.6
E12000001,North East,region,2020-12-23,117151,4370.1,1083,224.9
E12000001,North East,region,2020-12-22,116068,4329.7,1138,215.2
E12000001,North East,region,2020-12-21,114930,4287.2,1009,206.2
E12000001,North East,region,2020-12-20,113921,4249.6,756,202.3
E12000001,North East,region,2020-12-19,113165,4221.4,606,195.4
E12000001,North East,region,2020-12-18,112559,4198.8,784,191.9
E12000001,North East,region,2020-12-17,111775,4169.5,652,186.9
E12000001,North East,region,2020-12-16,111123,4145.2,825,186.6
E12000001,North East,region,2020-12-15,110298,4114.4,895,179.8
E12000001,North East,region,2020-12-14,109403,4081.0,905,173.1
E12000001,North East,region,2020-12-13,108498,4047.3,572,167.6
E12000001,North East,region,2020-12-12,107926,4025.9,512,165.4
E12000001,North East,region,2020-12-11,107414,4006.8,649,161.9
E12000001,North East,region,2020-12-10,106765,3982.6,645,158.7
E12000001,North East,region,2020-12-09,106120,3958.6,642,156.8
E12000001,North East,region,2020-12-08,105478,3934.6,716,156.8
E12000001,North East,region,2020-12-07,104762,3907.9,758,154.2
E12000001,North East,region,2020-12-06,104004,3879.6,511,154.6
E12000001,North East,region,2020-12-05,103493,3860.6,420,152.5
E12000001,North East,region,2020-12-04,103073,3844.9,562,155.3
E12000001,North East,region,2020-12-03,102511,3823.9,594,158.3
E12000001,North East,region,2020-12-02,101917,3801.8,642,162.3
E12000001,North East,region,2020-12-01,101275,3777.8,648,168.3
E12000001,North East,region,2020-11-30,100627,3753.7,768,175.9
E12000001,North East,region,2020-11-29,99859,3725.0,453,183.4
E12000001,North East,region,2020-11-28,99406,3708.1,496,189.8
E12000001,North East,region,2020-11-27,98910,3689.6,642,196.6
E12000001,North East,region,2020-11-26,98268,3665.7,703,207.7
E12000001,North East,region,2020-11-25,97565,3639.4,801,219.6
E12000001,North East,region,2020-11-24,96764,3609.6,852,239.7
E12000001,North East,region,2020-11-23,95912,3577.8,970,262.6
E12000001,North East,region,2020-11-22,94942,3541.6,624,285.0
E12000001,North East,region,2020-11-21,94318,3518.3,678,301.0
E12000001,North East,region,2020-11-20,93640,3493.0,941,315.1
E12000001,North East,region,2020-11-19,92699,3457.9,1020,336.6
E12000001,North East,region,2020-11-18,91679,3419.9,1340,355.7
E12000001,North East,region,2020-11-17,90339,3369.9,1466,375.0
E12000001,North East,region,2020-11-16,88873,3315.2,1570,386.8
