areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E12000005,West Midlands,region,2021-09-06,73.9,66.6,
E12000005,West Midlands,region,2021-09-05,73.9,66.5,
E12000005,West Midlands,region,2021-09-04,73.8,66.4,
E12000005,West Midlands,region,2021-09-03,73.8,66.1,
E12000005,West Midlands,region,2021-09-02,73.7,66.0,
E12000005,West Midlands,region,2021-09-01,73.7,65.8,
E12000005,West Midlands,region,2021-08-31,73.6,65.6,
E12000005,West Midlands,region,2021-08-30,73.5,65.4,
E12000005,West Midlands,region,2021-08-29,73.5,65.3,
E12000005,West Midlands,region,2021-08-28,73.4,65.2,
E12000005,West Midlands,region,2021-08-27,73.4,65.0,
E12000005,West Midlands,region,2021-08-26,73.3,64.7,
E12000005,West Midlands,region,2021-08-25,73.2,64.5,
E12000005,West Midlands,region,2021-08-24,73.1,64.3,
E12000005,West Midlands,region,2021-08-23,73.0,64.1,
E12000005,West Midlands,region,2021-08-22,73.0,63.9,
E12000005,West Midlands,region,2021-08-21,72.9,63.7,
E12000005,West Midlands,region,2021-08-20,72.8,63.4,
E12000005,West Midlands,region,2021-08-19,72.7,63.1,
E12000005,West Midlands,region,2021-08-18,72.6,62.8,
E12000005,West Midlands,region,2021-08-17,72.5,62.6,
E12000005,West Midlands,region,2021-08-16,72.5,62.4,
E12000005,West Midlands,region,2021-08-15,72.4,62.2,
E12000005,West Midlands,region,2021-08-14,72.4,62.0,
E12000005,West Midlands,region,2021-08-13,72.3,61.7,
E12000005,West Midlands,region,2021-08-12,72.2,61.5,
E12000005,West Midlands,region,2021-08-11,72.2,61.2,
E12000005,West Midlands,region,2021-08-10,72.1,60.9,
E12000005,West Midlands,region,2021-08-09,72.1,60.7,
E12000005,West Midlands,region,2021-08-08,72.0,60.5,
E12000005,West Midlands,region,2021-08-07,72.0,60.4,
E12000005,West Midlands,region,2021-08-06,71.9,60.1,
E12000005,West Midlands,region,2021-08-05,71.9,59.9,
E12000005,West Midlands,region,2021-08-04,71.8,59.6,
E12000005,West Midlands,region,2021-08-03,71.8,59.4,
E12000005,West Midlands,region,2021-08-02,71.7,59.2,
E12000005,West Midlands,region,2021-08-01,71.7,59.1,
E12000005,West Midlands,region,2021-07-31,71.6,59.0,
E12000005,West Midlands,region,2021-07-30,71.6,58.7,
E12000005,West Midlands,region,2021-07-29,71.5,58.5,
E12000005,West Midlands,region,2021-07-28,71.5,58.2,
E12000005,West Midlands,region,2021-07-27,71.4,58.0,
E12000005,West Midlands,region,2021-07-26,71.4,57.9,
E12000005,West Midlands,region,2021-07-25,71.3,57.7,
E12000005,West Midlands,region,2021-07-24,71.3,57.5,
E12000005,West Midlands,region,2021-07-23,71.2,57.2,
E12000005,West Midlands,region,2021-07-22,71.1,57.0,
E12000005,West Midlands,region,2021-07-21,71.1,56.7,
E12000005,West Midlands,region,2021-07-20,71.0,56.5,
E12000005,West Midlands,region,2021-07-19,71.0,56.3,
E12000005,West Midlands,region,2021-07-18,70.9,56.1,
E12000005,West Midlands,region,2021-07-17,70.9,55.9,
E12000005,West Midlands,region,2021-07-16,70.8,55.6,
E12000005,West Midlands,region,2021-07-15,70.7,55.3,
E12000005,West Midlands,region,2021-07-14,70.6,55.0,
E12000005,West Midlands,region,2021-07-13,70.5,54.7,
E12000005,West Midlands,region,2021-07-12,70.4,54.6,
E12000005,West Midlands,region,2021-07-11,70.4,54.4,
E12000005,West Midlands,region,2021-07-10,70.3,54.3,
E12000005,West Midlands,region,2021-07-09,70.2,54.0,
E12000005,West Midlands,region,2021-07-08,70.0,53.8,
E12000005,West Midlands,region,2021-07-07,69.9,53.6,
E12000005,West Midlands,region,2021-07-06,69.8,53.4,
E12000005,West Midlands,region,2021-07-05,69.6,53.2,
E12000005,West Midlands,region,2021-07-04,69.6,53.1,
E12000005,West Midlands,region,2021-07-03,69.5,52.9,
E12000005,West Midlands,region,2021-07-02,69.2,52.7,
E12000005,West Midlands,region,2021-07-01,69.0,52.5,
E12000005,West Midlands,region,2021-06-30,68.8,52.3,
E12000005,West Midlands,region,2021-06-29,68.6,52.1,
E12000005,West Midlands,region,2021-06-28,68.5,51.9,
E12000005,West Midlands,region,2021-06-27,68.3,51.7,
E12000005,West Midlands,region,2021-06-26,68.1,51.6,
E12000005,West Midlands,region,2021-06-25,67.7,51.3,
E12000005,West Midlands,region,2021-06-24,67.4,51.1,
E12000005,West Midlands,region,2021-06-23,67.0,50.8,
E12000005,West Midlands,region,2021-06-22,66.7,50.7,
E12000005,West Midlands,region,2021-06-21,66.5,50.5,
E12000005,West Midlands,region,2021-06-20,66.2,50.4,
E12000005,West Midlands,region,2021-06-19,66.0,50.3,
E12000005,West Midlands,region,2021-06-18,65.6,49.9,
E12000005,West Midlands,region,2021-06-17,65.3,49.7,
E12000005,West Midlands,region,2021-06-16,64.8,49.5,
E12000005,West Midlands,region,2021-06-15,64.5,49.2,
E12000005,West Midlands,region,2021-06-14,64.2,48.9,
E12000005,West Midlands,region,2021-06-13,64.0,48.6,
E12000005,West Midlands,region,2021-06-12,63.8,48.3,
E12000005,West Midlands,region,2021-06-11,63.4,47.7,
E12000005,West Midlands,region,2021-06-10,63.1,47.3,
E12000005,West Midlands,region,2021-06-09,62.8,46.9,
E12000005,West Midlands,region,2021-06-08,62.5,46.5,
E12000005,West Midlands,region,2021-06-07,62.4,46.1,
E12000005,West Midlands,region,2021-06-06,62.3,45.6,
E12000005,West Midlands,region,2021-06-05,62.1,45.2,
E12000005,West Midlands,region,2021-06-04,61.9,44.4,
E12000005,West Midlands,region,2021-06-03,61.7,43.8,
E12000005,West Midlands,region,2021-06-02,61.4,43.3,
E12000005,West Midlands,region,2021-06-01,61.2,42.8,
E12000005,West Midlands,region,2021-05-31,61.2,42.3,
E12000005,West Midlands,region,2021-05-30,61.1,42.0,
E12000005,West Midlands,region,2021-05-29,60.9,41.7,
E12000005,West Midlands,region,2021-05-28,60.6,41.0,
E12000005,West Midlands,region,2021-05-27,60.3,40.3,
E12000005,West Midlands,region,2021-05-26,59.9,39.5,
E12000005,West Midlands,region,2021-05-25,59.6,38.8,
E12000005,West Midlands,region,2021-05-24,59.3,38.1,
E12000005,West Midlands,region,2021-05-23,59.2,37.5,
E12000005,West Midlands,region,2021-05-22,59.1,37.0,
E12000005,West Midlands,region,2021-05-21,58.8,35.9,
E12000005,West Midlands,region,2021-05-20,58.5,35.1,
E12000005,West Midlands,region,2021-05-19,58.0,34.3,
E12000005,West Midlands,region,2021-05-18,57.6,33.7,
E12000005,West Midlands,region,2021-05-17,57.4,33.1,
E12000005,West Midlands,region,2021-05-16,57.3,32.7,
E12000005,West Midlands,region,2021-05-15,57.1,32.5,
E12000005,West Midlands,region,2021-05-14,56.7,31.9,
E12000005,West Midlands,region,2021-05-13,56.3,31.2,
E12000005,West Midlands,region,2021-05-12,56.1,30.3,
E12000005,West Midlands,region,2021-05-11,55.9,29.4,
E12000005,West Midlands,region,2021-05-10,55.8,28.8,
E12000005,West Midlands,region,2021-05-09,55.7,28.4,
E12000005,West Midlands,region,2021-05-08,55.6,28.2,
E12000005,West Midlands,region,2021-05-07,55.4,27.4,
E12000005,West Midlands,region,2021-05-06,55.2,26.6,
E12000005,West Midlands,region,2021-05-05,55.0,25.7,
E12000005,West Midlands,region,2021-05-04,54.8,25.0,
E12000005,West Midlands,region,2021-05-03,54.7,24.6,
E12000005,West Midlands,region,2021-05-02,54.6,24.4,
E12000005,West Midlands,region,2021-05-01,54.4,24.1,
E12000005,West Midlands,region,2021-04-30,54.2,23.4,
E12000005,West Midlands,region,2021-04-29,54.0,22.7,
E12000005,West Midlands,region,2021-04-28,53.8,21.9,
E12000005,West Midlands,region,2021-04-27,53.6,21.2,
E12000005,West Midlands,region,2021-04-26,53.5,20.6,
E12000005,West Midlands,region,2021-04-25,53.4,20.1,
E12000005,West Midlands,region,2021-04-24,53.3,19.6,
E12000005,West Midlands,region,2021-04-23,53.1,18.7,
E12000005,West Midlands,region,2021-04-22,52.9,17.9,
E12000005,West Midlands,region,2021-04-21,52.8,17.2,
E12000005,West Midlands,region,2021-04-20,52.7,16.7,
E12000005,West Midlands,region,2021-04-19,52.6,16.1,
E12000005,West Midlands,region,2021-04-18,52.5,15.8,
E12000005,West Midlands,region,2021-04-17,52.4,15.4,
E12000005,West Midlands,region,2021-04-16,52.1,14.7,
E12000005,West Midlands,region,2021-04-15,51.9,13.8,
E12000005,West Midlands,region,2021-04-14,51.8,13.1,
E12000005,West Midlands,region,2021-04-13,51.7,12.5,
E12000005,West Midlands,region,2021-04-12,51.6,12.1,
E12000005,West Midlands,region,2021-04-11,51.5,11.7,
E12000005,West Midlands,region,2021-04-10,51.5,11.4,
E12000005,West Midlands,region,2021-04-09,51.3,10.6,
E12000005,West Midlands,region,2021-04-08,51.2,9.9,
E12000005,West Midlands,region,2021-04-07,51.2,9.3,
E12000005,West Midlands,region,2021-04-06,51.1,8.7,
E12000005,West Midlands,region,2021-04-05,51.0,8.4,
E12000005,West Midlands,region,2021-04-04,51.0,8.2,
E12000005,West Midlands,region,2021-04-03,51.0,8.1,
E12000005,West Midlands,region,2021-04-02,50.9,7.9,
E12000005,West Midlands,region,2021-04-01,50.7,7.5,
E12000005,West Midlands,region,2021-03-31,50.5,6.7,
E12000005,West Midlands,region,2021-03-30,50.2,6.0,
E12000005,West Midlands,region,2021-03-29,49.9,5.6,
E12000005,West Midlands,region,2021-03-28,49.6,5.3,
E12000005,West Midlands,region,2021-03-27,49.2,5.2,
E12000005,West Midlands,region,2021-03-26,48.5,4.6,
E12000005,West Midlands,region,2021-03-25,48.0,4.1,
E12000005,West Midlands,region,2021-03-24,47.5,3.7,
E12000005,West Midlands,region,2021-03-23,47.1,3.3,
E12000005,West Midlands,region,2021-03-22,46.7,3.1,
E12000005,West Midlands,region,2021-03-21,46.3,3.0,
E12000005,West Midlands,region,2021-03-20,45.8,2.9,
E12000005,West Midlands,region,2021-03-19,44.4,2.8,
E12000005,West Midlands,region,2021-03-18,43.3,2.5,
E12000005,West Midlands,region,2021-03-17,42.5,2.4,
E12000005,West Midlands,region,2021-03-16,42.0,2.2,
E12000005,West Midlands,region,2021-03-15,41.3,2.1,
E12000005,West Midlands,region,2021-03-14,40.7,2.1,
E12000005,West Midlands,region,2021-03-13,40.3,2.1,
E12000005,West Midlands,region,2021-03-12,39.3,2.0,
E12000005,West Midlands,region,2021-03-11,38.7,1.9,
E12000005,West Midlands,region,2021-03-10,38.4,1.8,
E12000005,West Midlands,region,2021-03-09,37.9,1.7,
E12000005,West Midlands,region,2021-03-08,37.5,1.6,
E12000005,West Midlands,region,2021-03-07,37.1,1.6,
E12000005,West Midlands,region,2021-03-06,36.8,1.6,
E12000005,West Midlands,region,2021-03-05,35.9,1.5,
E12000005,West Midlands,region,2021-03-04,35.0,1.4,
E12000005,West Midlands,region,2021-03-03,34.5,1.3,
E12000005,West Midlands,region,2021-03-02,34.0,1.1,
E12000005,West Midlands,region,2021-03-01,33.6,1.1,
E12000005,West Midlands,region,2021-02-28,33.3,1.1,
E12000005,West Midlands,region,2021-02-27,33.0,1.0,
E12000005,West Midlands,region,2021-02-26,32.1,1.0,
E12000005,West Midlands,region,2021-02-25,31.2,1.0,
E12000005,West Midlands,region,2021-02-24,30.2,0.9,
E12000005,West Midlands,region,2021-02-23,29.4,0.9,
E12000005,West Midlands,region,2021-02-22,28.8,0.9,
E12000005,West Midlands,region,2021-02-21,28.6,0.9,
E12000005,West Midlands,region,2021-02-20,28.3,0.9,
E12000005,West Midlands,region,2021-02-19,27.8,0.9,
E12000005,West Midlands,region,2021-02-18,27.3,0.9,
E12000005,West Midlands,region,2021-02-17,26.5,0.9,
E12000005,West Midlands,region,2021-02-16,25.7,0.9,
E12000005,West Midlands,region,2021-02-15,25.1,0.8,
E12000005,West Midlands,region,2021-02-14,24.7,0.8,
E12000005,West Midlands,region,2021-02-13,24.3,0.8,
E12000005,West Midlands,region,2021-02-12,23.5,0.8,
E12000005,West Midlands,region,2021-02-11,22.5,0.8,
E12000005,West Midlands,region,2021-02-10,21.8,0.8,
E12000005,West Midlands,region,2021-02-09,21.2,0.8,
E12000005,West Midlands,region,2021-02-08,20.7,0.8,
E12000005,West Midlands,region,2021-02-07,20.2,0.8,
E12000005,West Midlands,region,2021-02-06,19.9,0.8,
E12000005,West Midlands,region,2021-02-05,19.0,0.8,
E12000005,West Midlands,region,2021-02-04,18.2,0.8,
E12000005,West Midlands,region,2021-02-03,17.4,0.8,
E12000005,West Midlands,region,2021-02-02,16.8,0.8,
E12000005,West Midlands,region,2021-02-01,16.1,0.8,
E12000005,West Midlands,region,2021-01-31,15.6,0.8,
E12000005,West Midlands,region,2021-01-30,15.1,0.8,
E12000005,West Midlands,region,2021-01-29,14.2,0.8,
E12000005,West Midlands,region,2021-01-28,13.2,0.8,
E12000005,West Midlands,region,2021-01-27,12.7,0.8,
E12000005,West Midlands,region,2021-01-26,12.3,0.8,
E12000005,West Midlands,region,2021-01-25,11.9,0.8,
E12000005,West Midlands,region,2021-01-24,11.5,0.8,
E12000005,West Midlands,region,2021-01-23,11.3,0.8,
E12000005,West Midlands,region,2021-01-22,10.5,0.8,
E12000005,West Midlands,region,2021-01-21,9.6,0.8,
E12000005,West Midlands,region,2021-01-20,8.9,0.8,
E12000005,West Midlands,region,2021-01-19,8.4,0.8,
E12000005,West Midlands,region,2021-01-18,7.9,0.8,
E12000005,West Midlands,region,2021-01-17,7.6,0.8,
E12000005,West Midlands,region,2021-01-16,7.4,0.8,
E12000005,West Midlands,region,2021-01-15,6.9,0.8,
E12000005,West Midlands,region,2021-01-14,6.2,0.8,
E12000005,West Midlands,region,2021-01-13,5.5,0.8,
E12000005,West Midlands,region,2021-01-12,5.0,0.8,
E12000005,West Midlands,region,2021-01-11,4.7,0.8,
E12000005,West Midlands,region,2021-01-10,4.4,0.8,
E12000005,West Midlands,region,2021-01-09,4.0,0.7,
E12000005,West Midlands,region,2021-01-08,3.5,0.5,
E12000005,West Midlands,region,2021-01-07,3.0,0.4,
E12000005,West Midlands,region,2021-01-06,2.7,0.3,
E12000005,West Midlands,region,2021-01-05,2.5,0.1,
E12000005,West Midlands,region,2021-01-04,2.4,0.1,
E12000005,West Midlands,region,2021-01-03,2.4,,
E12000005,West Midlands,region,2021-01-02,2.3,,
E12000005,West Midlands,region,2021-01-01,2.2,,
E12000005,West Midlands,region,2020-12-31,2.2,,
E12000005,West Midlands,region,2020-12-30,2.0,,
E12000005,West Midlands,region,2020-12-29,1.8,,
E12000005,West Midlands,region,2020-12-28,1.7,,
E12000005,West Midlands,region,2020-12-27,1.7,,
E12000005,West Midlands,region,2020-12-26,1.7,,
E12000005,West Midlands,region,2020-12-25,1.7,,
E12000005,West Midlands,region,2020-12-24,1.7,,
E12000005,West Midlands,region,2020-12-23,1.6,,
E12000005,West Midlands,region,2020-12-22,1.5,,
E12000005,West Midlands,region,2020-12-21,1.4,,
E12000005,West Midlands,region,2020-12-20,1.3,,
E12000005,West Midlands,region,2020-12-19,1.1,,
E12000005,West Midlands,region,2020-12-18,0.8,,
E12000005,West Midlands,region,2020-12-17,0.6,,
E12000005,West Midlands,region,2020-12-16,0.4,,
E12000005,West Midlands,region,2020-12-15,0.2,,
E12000005,West Midlands,region,2020-12-14,0.1,,
E12000005,West Midlands,region,2020-12-13,0.1,,
E12000005,West Midlands,region,2020-12-12,0.1,,
E12000005,West Midlands,region,2020-12-11,0.1,,
E12000006,East of England,region,2022-01-29,83.1,78.0,61.8
E12000006,East of England,region,2022-01-28,83.1,77.9,61.7
E12000006,East of England,region,2022-01-27,83.1,77.8,61.6
E12000006,East of England,region,2022-01-26,83.1,77.8,61.6
E12000006,East of England,region,2022-01-25,83.0,77.7,61.5
E12000006,East of England,region,2022-01-24,83.0,77.7,61.4
E12000006,East of England,region,2022-01-23,83.0,77.6,61.3
E12000006,East of England,region,2022-01-22,83.0,77.6,61.3
E12000006,East of England,region,2022-01-21,83.0,77.5,61.2
E12000006,East of England,region,2022-01-20,82.9,77.5,61.1
E12000006,East of England,region,2022-01-19,82.9,77.4,61.0
E12000006,East of England,region,2022-01-18,82.9,77.4,60.9
E12000006,East of England,region,2022-01-17,82.9,77.3,60.8
E12000006,East of England,region,2022-01-16,82.9,77.3,60.8
E12000006,East of England,region,2022-01-15,82.8,77.2,60.7
E12000006,East of England,region,2022-01-14,82.8,77.2,60.5
E12000006,East of England,region,2022-01-13,82.8,77.1,60.3
E12000006,East of England,region,2022-01-12,82.7,77.1,60.2
E12000006,East of England,region,2022-01-11,82.7,77.0,60.0
E12000006,East of England,region,2022-01-10,82.7,77.0,59.9
E12000006,East of England,region,2022-01-09,82.7,76.9,59.7
E12000006,East of England,region,2022-01-08,82.6,76.9,59.5
E12000006,East of England,region,2022-01-07,82.6,76.8,59.1
E12000006,East of England,region,2022-01-06,82.6,76.7,58.8
E12000006,East of England,region,2022-01-05,82.5,76.7,58.4
E12000006,East of England,region,2022-01-04,82.5,76.6,58.1
E12000006,East of England,region,2022-01-03,82.5,76.6,57.7
E12000006,East of England,region,2022-01-02,82.4,76.5,57.4
E12000006,East of England,region,2022-01-01,82.4,76.5,57.2
E12000006,East of England,region,2021-12-31,82.4,76.5,57.2
E12000006,East of England,region,2021-12-30,82.4,76.4,56.9
E12000006,East of England,region,2021-12-29,82.4,76.3,56.2
E12000006,East of England,region,2021-12-28,82.3,76.2,55.5
E12000006,East of England,region,2021-12-27,82.3,76.2,55.0
E12000006,East of England,region,2021-12-26,82.2,76.2,54.6
E12000006,East of England,region,2021-12-25,82.2,76.1,54.5
E12000006,East of England,region,2021-12-24,82.2,76.1,54.5
E12000006,East of England,region,2021-12-23,82.2,76.1,54.2
E12000006,East of England,region,2021-12-22,82.2,76.0,53.3
E12000006,East of England,region,2021-12-21,82.1,76.0,51.9
E12000006,East of England,region,2021-12-20,82.1,75.9,50.3
E12000006,East of England,region,2021-12-19,82.0,75.8,49.0
E12000006,East of England,region,2021-12-18,82.0,75.7,47.4
E12000006,East of England,region,2021-12-17,81.9,75.6,45.7
E12000006,East of England,region,2021-12-16,81.9,75.6,44.3
E12000006,East of England,region,2021-12-15,81.9,75.5,42.9
E12000006,East of England,region,2021-12-14,81.8,75.4,41.6
E12000006,East of England,region,2021-12-13,81.8,75.4,40.5
E12000006,East of England,region,2021-12-12,81.8,75.3,39.7
E12000006,East of England,region,2021-12-11,81.7,75.3,38.9
E12000006,East of England,region,2021-12-10,81.7,75.2,38.0
E12000006,East of England,region,2021-12-09,81.7,75.2,37.3
E12000006,East of England,region,2021-12-08,81.6,75.1,36.5
E12000006,East of England,region,2021-12-07,81.6,75.1,35.8
E12000006,East of England,region,2021-12-06,81.6,75.0,35.2
E12000006,East of England,region,2021-12-05,81.6,75.0,34.7
E12000006,East of England,region,2021-12-04,81.5,74.9,34.3
E12000006,East of England,region,2021-12-03,81.5,74.9,33.4
E12000006,East of England,region,2021-12-02,81.5,74.8,32.7
E12000006,East of England,region,2021-12-01,81.4,74.8,32.0
E12000006,East of England,region,2021-11-30,81.4,74.7,31.3
E12000006,East of England,region,2021-11-29,81.4,74.7,30.7
E12000006,East of England,region,2021-11-28,81.3,74.6,30.2
E12000006,East of England,region,2021-11-27,81.3,74.5,29.7
E12000006,East of England,region,2021-11-26,81.3,74.5,28.9
E12000006,East of England,region,2021-11-25,81.3,74.4,28.2
E12000006,East of England,region,2021-11-24,81.2,74.4,27.6
E12000006,East of England,region,2021-11-23,81.2,74.4,27.0
E12000006,East of England,region,2021-11-22,81.2,74.3,26.4
E12000006,East of England,region,2021-11-21,81.1,74.3,25.9
E12000006,East of England,region,2021-11-20,81.1,74.3,25.4
E12000006,East of England,region,2021-11-19,81.1,74.2,24.6
E12000006,East of England,region,2021-11-18,81.1,74.2,24.0
E12000006,East of England,region,2021-11-17,81.0,74.2,23.3
E12000006,East of England,region,2021-11-16,81.0,74.2,22.6
E12000006,East of England,region,2021-11-15,80.9,74.1,22.1
E12000006,East of England,region,2021-11-14,80.9,74.1,21.6
E12000006,East of England,region,2021-11-13,80.9,74.1,21.2
E12000006,East of England,region,2021-11-12,80.8,74.0,20.5
E12000006,East of England,region,2021-11-11,80.8,74.0,19.8
E12000006,East of England,region,2021-11-10,80.7,74.0,19.2
E12000006,East of England,region,2021-11-09,80.7,73.9,18.5
E12000006,East of England,region,2021-11-08,80.6,73.9,17.9
E12000006,East of England,region,2021-11-07,80.6,73.9,17.5
E12000006,East of England,region,2021-11-06,80.5,73.9,17.1
E12000006,East of England,region,2021-11-05,80.5,73.8,16.3
E12000006,East of England,region,2021-11-04,80.4,73.8,15.7
E12000006,East of England,region,2021-11-03,80.3,73.8,15.0
E12000006,East of England,region,2021-11-02,80.2,73.7,14.5
E12000006,East of England,region,2021-11-01,80.1,73.7,14.0
E12000006,East of England,region,2021-10-31,80.1,73.7,13.6
E12000006,East of England,region,2021-10-30,80.0,73.7,13.3
E12000006,East of England,region,2021-10-29,80.0,73.6,12.7
E12000006,East of England,region,2021-10-28,79.9,73.6,12.2
E12000006,East of England,region,2021-10-27,79.9,73.6,11.8
E12000006,East of England,region,2021-10-26,79.8,73.5,11.2
E12000006,East of England,region,2021-10-25,79.8,73.5,10.8
E12000006,East of England,region,2021-10-24,79.7,73.5,10.4
E12000006,East of England,region,2021-10-23,79.7,73.4,10.1
E12000006,East of England,region,2021-10-22,79.7,73.4,9.4
E12000006,East of England,region,2021-10-21,79.6,73.4,8.9
E12000006,East of England,region,2021-10-20,79.5,73.3,8.3
E12000006,East of England,region,2021-10-19,79.4,73.3,7.8
E12000006,East of England,region,2021-10-18,79.3,73.2,7.4
E12000006,East of England,region,2021-10-17,79.2,73.2,7.2
E12000006,East of England,region,2021-10-16,79.2,73.2,6.9
E12000006,East of England,region,2021-10-15,79.2,73.1,6.4
E12000006,East of England,region,2021-10-14,79.1,73.1,6.0
E12000006,East of England,region,2021-10-13,79.0,73.0,5.6
E12000006,East of England,region,2021-10-12,78.9,73.0,5.2
E12000006,East of England,region,2021-10-11,78.8,73.0,4.8
E12000006,East of England,region,2021-10-10,78.8,72.9,4.6
E12000006,East of England,region,2021-10-09,78.8,72.9,4.4
E12000006,East of England,region,2021-10-08,78.7,72.8,3.9
E12000006,East of England,region,2021-10-07,78.6,72.8,3.5
E12000006,East of England,region,2021-10-06,78.6,72.8,3.2
E12000006,East of England,region,2021-10-05,78.5,72.7,2.9
E12000006,East of England,region,2021-10-04,78.4,72.7,2.6
E12000006,East of England,region,2021-10-03,78.3,72.6,2.4
E12000006,East of England,region,2021-10-02,78.3,72.6,2.3
E12000006,East of England,region,2021-10-01,78.3,72.5,1.9
E12000006,East of England,region,2021-09-30,78.2,72.5,1.6
E12000006,East of England,region,2021-09-29,78.1,72.4,1.4
E12000006,East of England,region,2021-09-28,78.0,72.4,1.1
E12000006,East of England,region,2021-09-27,77.9,72.3,0.9
E12000006,East of England,region,2021-09-26,77.9,72.3,0.8
E12000006,East of England,region,2021-09-25,77.9,72.2,0.7
E12000006,East of England,region,2021-09-24,77.8,72.1,0.5
E12000006,East of England,region,2021-09-23,77.8,72.1,0.3
E12000006,East of England,region,2021-09-22,77.7,72.0,0.2
E12000006,East of England,region,2021-09-21,77.7,71.9,0.1
E12000006,East of England,region,2021-09-20,77.7,71.8,0.1
E12000006,East of England,region,2021-09-19,77.6,71.7,0.1
E12000006,East of England,region,2021-09-18,77.6,71.7,
E12000006,East of England,region,2021-09-17,77.6,71.6,
E12000006,East of England,region,2021-09-16,77.6,71.5,
E12000006,East of England,region,2021-09-15,77.5,71.3,
E12000006,East of England,region,2021-09-14,77.5,71.2,
E12000006,East of England,region,2021-09-13,77.5,71.1,
E12000006,East of England,region,2021-09-12,77.4,71.0,
E12000006,East of England,region,2021-09-11,77.4,70.9,
E12000006,East of England,region,2021-09-10,77.4,70.7,
E12000006,East of England,region,2021-09-09,77.3,70.6,
E12000006,East of England,region,2021-09-08,77.3,70.4,
E12000006,East of England,region,2021-09-07,77.3,70.2,
E12000006,East of England,region,2021-09-06,77.2,70.1,
E12000006,East of England,region,2021-09-05,77.2,70.0,
E12000006,East of England,region,2021-09-04,77.2,69.9,
E12000006,East of England,region,2021-09-03,77.1,69.7,
E12000006,East of England,region,2021-09-02,77.1,69.5,
E12000006,East of England,region,2021-09-01,77.0,69.3,
E12000006,East of England,region,2021-08-31,77.0,69.1,
E12000006,East of England,region,2021-08-30,76.9,68.9,
E12000006,East of England,region,2021-08-29,76.9,68.8,
E12000006,East of England,region,2021-08-28,76.8,68.7,
E12000006,East of England,region,2021-08-27,76.8,68.5,
E12000006,East of England,region,2021-08-26,76.7,68.2,
E12000006,East of England,region,2021-08-25,76.6,68.0,
E12000006,East of England,region,2021-08-24,76.5,67.7,
E12000006,East of England,region,2021-08-23,76.4,67.5,
E12000006,East of England,region,2021-08-22,76.3,67.3,
E12000006,East of England,region,2021-08-21,76.3,67.2,
E12000006,East of England,region,2021-08-20,76.2,66.9,
E12000006,East of England,region,2021-08-19,76.1,66.6,
E12000006,East of England,region,2021-08-18,76.0,66.4,
E12000006,East of England,region,2021-08-17,75.9,66.1,
E12000006,East of England,region,2021-08-16,75.8,65.9,
E12000006,East of England,region,2021-08-15,75.7,65.7,
E12000006,East of England,region,2021-08-14,75.7,65.5,
E12000006,East of England,region,2021-08-13,75.6,65.2,
E12000006,East of England,region,2021-08-12,75.6,64.9,
E12000006,East of England,region,2021-08-11,75.5,64.6,
E12000006,East of England,region,2021-08-10,75.4,64.3,
E12000006,East of England,region,2021-08-09,75.4,64.1,
E12000006,East of England,region,2021-08-08,75.4,64.0,
E12000006,East of England,region,2021-08-07,75.3,63.8,
E12000006,East of England,region,2021-08-06,75.3,63.5,
E12000006,East of England,region,2021-08-05,75.2,63.2,
E12000006,East of England,region,2021-08-04,75.2,63.0,
E12000006,East of England,region,2021-08-03,75.1,62.7,
E12000006,East of England,region,2021-08-02,75.1,62.5,
E12000006,East of England,region,2021-08-01,75.1,62.4,
E12000006,East of England,region,2021-07-31,75.0,62.2,
E12000006,East of England,region,2021-07-30,75.0,61.8,
E12000006,East of England,region,2021-07-29,74.9,61.5,
E12000006,East of England,region,2021-07-28,74.9,61.2,
E12000006,East of England,region,2021-07-27,74.8,60.9,
E12000006,East of England,region,2021-07-26,74.8,60.7,
E12000006,East of England,region,2021-07-25,74.7,60.5,
E12000006,East of England,region,2021-07-24,74.7,60.3,
E12000006,East of England,region,2021-07-23,74.6,60.0,
E12000006,East of England,region,2021-07-22,74.6,59.7,
E12000006,East of England,region,2021-07-21,74.5,59.4,
E12000006,East of England,region,2021-07-20,74.5,59.1,
E12000006,East of England,region,2021-07-19,74.4,58.9,
E12000006,East of England,region,2021-07-18,74.4,58.7,
E12000006,East of England,region,2021-07-17,74.3,58.6,
E12000006,East of England,region,2021-07-16,74.2,58.1,
E12000006,East of England,region,2021-07-15,74.1,57.8,
E12000006,East of England,region,2021-07-14,74.0,57.4,
E12000006,East of England,region,2021-07-13,73.9,57.1,
E12000006,East of England,region,2021-07-12,73.8,56.9,
E12000006,East of England,region,2021-07-11,73.8,56.7,
E12000006,East of England,region,2021-07-10,73.7,56.6,
E12000006,East of England,region,2021-07-09,73.6,56.3,
E12000006,East of England,region,2021-07-08,73.4,56.0,
E12000006,East of England,region,2021-07-07,73.3,55.7,
E12000006,East of England,region,2021-07-06,73.1,55.5,
E12000006,East of England,region,2021-07-05,73.0,55.3,
E12000006,East of England,region,2021-07-04,72.9,55.0,
E12000006,East of England,region,2021-07-03,72.8,54.9,
E12000006,East of England,region,2021-07-02,72.6,54.6,
