areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E12000001,North East,region,2022-01-29,84.3,78.6,61.4
E12000001,North East,region,2022-01-28,84.3,78.6,61.4
E12000001,North East,region,2022-01-27,84.2,78.5,61.3
E12000001,North East,region,2022-01-26,84.2,78.5,61.2
E12000001,North East,region,2022-01-25,84.2,78.4,61.2
E12000001,North East,region,2022-01-24,84.2,78.4,61.1
E12000001,North East,region,2022-01-23,84.2,78.4,61.0
E12000001,North East,region,2022-01-22,84.2,78.3,61.0
E12000001,North East,region,2022-01-21,84.1,78.3,60.9
E12000001,North East,region,2022-01-20,84.1,78.2,60.8
E12000001,North East,region,2022-01-19,84.1,78.2,60.7
E12000001,North East,region,2022-01-18,84.1,78.1,60.6
E12000001,North East,region,2022-01-17,84.0,78.1,60.5
E12000001,North East,region,2022-01-16,84.0,78.1,60.5
E12000001,North East,region,2022-01-15,84.0,78.0,60.4
E12000001,North East,region,2022-01-14,84.0,78.0,60.3
E12000001,North East,region,2022-01-13,83.9,77.9,60.1
E12000001,North East,region,2022-01-12,83.9,77.9,60.0
E12000001,North East,region,2022-01-11,83.9,77.8,59.8
E12000001,North East,region,2022-01-10,83.8,77.8,59.6
E12000001,North East,region,2022-01-09,83.8,77.8,59.4
E12000001,North East,region,2022-01-08,83.8,77.7,59.3
E12000001,North East,region,2022-01-07,83.7,77.7,58.9
E12000001,North East,region,2022-01-06,83.7,77.6,58.5
E12000001,North East,region,2022-01-05,83.7,77.5,58.2
E12000001,North East,region,2022-01-04,83.6,77.5,57.7
E12000001,North East,region,2022-01-03,83.6,77.4,57.4
E12000001,North East,region,2022-01-02,83.6,77.4,57.1
E12000001,North East,region,2022-01-01,83.6,77.3,56.8
E12000001,North East,region,2021-12-31,83.5,77.3,56.8
E12000001,North East,region,2021-12-30,83.5,77.3,56.6
E12000001,North East,region,2021-12-29,83.5,77.2,55.9
E12000001,North East,region,2021-12-28,83.4,77.2,55.3
E12000001,North East,region,2021-12-27,83.4,77.1,54.7
E12000001,North East,region,2021-12-26,83.4,77.1,54.3
E12000001,North East,region,2021-12-25,83.4,77.1,54.3
E12000001,North East,region,2021-12-24,83.4,77.1,54.3
E12000001,North East,region,2021-12-23,83.4,77.1,54.1
E12000001,North East,region,2021-12-22,83.3,77.0,53.2
E12000001,North East,region,2021-12-21,83.3,76.9,51.8
E12000001,North East,region,2021-12-20,83.3,76.8,50.3
E12000001,North East,region,2021-12-19,83.2,76.8,48.9
E12000001,North East,region,2021-12-18,83.2,76.7,47.6
E12000001,North East,region,2021-12-17,83.1,76.6,46.3
E12000001,North East,region,2021-12-16,83.1,76.5,45.2
E12000001,North East,region,2021-12-15,83.0,76.5,43.6
E12000001,North East,region,2021-12-14,83.0,76.4,42.4
E12000001,North East,region,2021-12-13,82.9,76.4,41.4
E12000001,North East,region,2021-12-12,82.9,76.3,40.7
E12000001,North East,region,2021-12-11,82.9,76.3,39.9
E12000001,North East,region,2021-12-10,82.8,76.2,39.1
E12000001,North East,region,2021-12-09,82.8,76.1,38.3
E12000001,North East,region,2021-12-08,82.8,76.1,37.5
E12000001,North East,region,2021-12-07,82.7,76.0,36.8
E12000001,North East,region,2021-12-06,82.7,76.0,36.2
E12000001,North East,region,2021-12-05,82.7,75.9,35.7
E12000001,North East,region,2021-12-04,82.7,75.9,35.2
E12000001,North East,region,2021-12-03,82.6,75.9,34.4
E12000001,North East,region,2021-12-02,82.6,75.8,33.7
E12000001,North East,region,2021-12-01,82.6,75.8,32.9
E12000001,North East,region,2021-11-30,82.5,75.7,32.3
E12000001,North East,region,2021-11-29,82.5,75.7,31.7
E12000001,North East,region,2021-11-28,82.5,75.6,31.2
E12000001,North East,region,2021-11-27,82.5,75.6,30.8
E12000001,North East,region,2021-11-26,82.5,75.6,30.0
E12000001,North East,region,2021-11-25,82.4,75.5,29.4
E12000001,North East,region,2021-11-24,82.4,75.5,28.7
E12000001,North East,region,2021-11-23,82.4,75.5,28.1
E12000001,North East,region,2021-11-22,82.3,75.4,27.6
E12000001,North East,region,2021-11-21,82.3,75.4,27.1
E12000001,North East,region,2021-11-20,82.3,75.4,26.7
E12000001,North East,region,2021-11-19,82.3,75.4,26.0
E12000001,North East,region,2021-11-18,82.2,75.3,25.4
E12000001,North East,region,2021-11-17,82.2,75.3,24.8
E12000001,North East,region,2021-11-16,82.1,75.3,24.2
E12000001,North East,region,2021-11-15,82.1,75.2,23.6
E12000001,North East,region,2021-11-14,82.0,75.2,23.2
E12000001,North East,region,2021-11-13,82.0,75.2,22.7
E12000001,North East,region,2021-11-12,82.0,75.2,21.9
E12000001,North East,region,2021-11-11,81.9,75.1,21.4
E12000001,North East,region,2021-11-10,81.8,75.1,20.7
E12000001,North East,region,2021-11-09,81.8,75.1,20.0
E12000001,North East,region,2021-11-08,81.7,75.0,19.4
E12000001,North East,region,2021-11-07,81.7,75.0,19.0
E12000001,North East,region,2021-11-06,81.6,75.0,18.6
E12000001,North East,region,2021-11-05,81.6,74.9,17.9
E12000001,North East,region,2021-11-04,81.5,74.9,17.4
E12000001,North East,region,2021-11-03,81.4,74.9,16.7
E12000001,North East,region,2021-11-02,81.4,74.8,16.2
E12000001,North East,region,2021-11-01,81.3,74.8,15.7
E12000001,North East,region,2021-10-31,81.2,74.8,15.3
E12000001,North East,region,2021-10-30,81.1,74.8,15.0
E12000001,North East,region,2021-10-29,81.1,74.7,14.3
E12000001,North East,region,2021-10-28,81.0,74.7,13.9
E12000001,North East,region,2021-10-27,80.9,74.7,13.4
E12000001,North East,region,2021-10-26,80.9,74.6,12.9
E12000001,North East,region,2021-10-25,80.8,74.6,12.5
E12000001,North East,region,2021-10-24,80.8,74.6,12.2
E12000001,North East,region,2021-10-23,80.8,74.6,11.9
E12000001,North East,region,2021-10-22,80.7,74.5,11.3
E12000001,North East,region,2021-10-21,80.7,74.5,10.8
E12000001,North East,region,2021-10-20,80.6,74.4,10.2
E12000001,North East,region,2021-10-19,80.5,74.4,9.7
E12000001,North East,region,2021-10-18,80.5,74.3,9.3
E12000001,North East,region,2021-10-17,80.4,74.3,9.0
E12000001,North East,region,2021-10-16,80.4,74.3,8.8
E12000001,North East,region,2021-10-15,80.4,74.2,8.2
E12000001,North East,region,2021-10-14,80.3,74.2,7.8
E12000001,North East,region,2021-10-13,80.2,74.1,7.3
E12000001,North East,region,2021-10-12,80.2,74.1,6.9
E12000001,North East,region,2021-10-11,80.1,74.0,6.5
E12000001,North East,region,2021-10-10,80.1,74.0,6.2
E12000001,North East,region,2021-10-09,80.1,74.0,6.0
E12000001,North East,region,2021-10-08,80.0,73.9,5.3
E12000001,North East,region,2021-10-07,80.0,73.9,4.9
E12000001,North East,region,2021-10-06,79.9,73.8,4.5
E12000001,North East,region,2021-10-05,79.8,73.8,4.1
E12000001,North East,region,2021-10-04,79.7,73.7,3.7
E12000001,North East,region,2021-10-03,79.7,73.7,3.5
E12000001,North East,region,2021-10-02,79.7,73.6,3.2
E12000001,North East,region,2021-10-01,79.6,73.6,2.7
E12000001,North East,region,2021-09-30,79.6,73.5,2.3
E12000001,North East,region,2021-09-29,79.5,73.4,1.9
E12000001,North East,region,2021-09-28,79.4,73.4,1.6
E12000001,North East,region,2021-09-27,79.4,73.3,1.2
E12000001,North East,region,2021-09-26,79.4,73.3,0.9
E12000001,North East,region,2021-09-25,79.3,73.3,0.8
E12000001,North East,region,2021-09-24,79.3,73.2,0.6
E12000001,North East,region,2021-09-23,79.3,73.1,0.4
E12000001,North East,region,2021-09-22,79.2,73.0,0.2
E12000001,North East,region,2021-09-21,79.2,72.9,0.1
E12000001,North East,region,2021-09-20,79.2,72.9,0.1
E12000001,North East,region,2021-09-19,79.2,72.8,
E12000001,North East,region,2021-09-18,79.1,72.7,
E12000001,North East,region,2021-09-17,79.1,72.6,
E12000001,North East,region,2021-09-16,79.1,72.5,
E12000001,North East,region,2021-09-15,79.1,72.3,
E12000001,North East,region,2021-09-14,79.0,72.2,
E12000001,North East,region,2021-09-13,79.0,72.1,
E12000001,North East,region,2021-09-12,79.0,72.0,
E12000001,North East,region,2021-09-11,78.9,71.9,
E12000001,North East,region,2021-09-10,78.9,71.7,
E12000001,North East,region,2021-09-09,78.9,71.5,
E12000001,North East,region,2021-09-08,78.8,71.3,
E12000001,North East,region,2021-09-07,78.8,71.2,
E12000001,North East,region,2021-09-06,78.8,71.1,
E12000001,North East,region,2021-09-05,78.8,70.9,
E12000001,North East,region,2021-09-04,78.7,70.8,
E12000001,North East,region,2021-09-03,78.7,70.6,
E12000001,North East,region,2021-09-02,78.6,70.4,
E12000001,North East,region,2021-09-01,78.6,70.1,
E12000001,North East,region,2021-08-31,78.5,69.9,
E12000001,North East,region,2021-08-30,78.5,69.7,
E12000001,North East,region,2021-08-29,78.5,69.6,
E12000001,North East,region,2021-08-28,78.4,69.5,
E12000001,North East,region,2021-08-27,78.4,69.3,
E12000001,North East,region,2021-08-26,78.3,69.1,
E12000001,North East,region,2021-08-25,78.2,68.8,
E12000001,North East,region,2021-08-24,78.1,68.6,
E12000001,North East,region,2021-08-23,78.1,68.4,
E12000001,North East,region,2021-08-22,78.0,68.2,
E12000001,North East,region,2021-08-21,77.9,68.0,
E12000001,North East,region,2021-08-20,77.9,67.7,
E12000001,North East,region,2021-08-19,77.8,67.4,
E12000001,North East,region,2021-08-18,77.7,67.2,
E12000001,North East,region,2021-08-17,77.6,66.9,
E12000001,North East,region,2021-08-16,77.6,66.7,
E12000001,North East,region,2021-08-15,77.5,66.5,
E12000001,North East,region,2021-08-14,77.5,66.3,
E12000001,North East,region,2021-08-13,77.4,66.0,
E12000001,North East,region,2021-08-12,77.3,65.7,
E12000001,North East,region,2021-08-11,77.3,65.4,
E12000001,North East,region,2021-08-10,77.1,65.2,
E12000001,North East,region,2021-08-09,77.1,65.0,
E12000001,North East,region,2021-08-08,77.0,64.8,
E12000001,North East,region,2021-08-07,77.0,64.6,
E12000001,North East,region,2021-08-06,76.9,64.3,
E12000001,North East,region,2021-08-05,76.9,64.1,
E12000001,North East,region,2021-08-04,76.8,63.8,
E12000001,North East,region,2021-08-03,76.8,63.5,
E12000001,North East,region,2021-08-02,76.7,63.4,
E12000001,North East,region,2021-08-01,76.7,63.2,
E12000001,North East,region,2021-07-31,76.7,63.1,
E12000001,North East,region,2021-07-30,76.6,62.8,
E12000001,North East,region,2021-07-29,76.5,62.5,
E12000001,North East,region,2021-07-28,76.5,62.2,
E12000001,North East,region,2021-07-27,76.4,62.0,
E12000001,North East,region,2021-07-26,76.4,61.8,
E12000001,North East,region,2021-07-25,76.3,61.7,
E12000001,North East,region,2021-07-24,76.3,61.5,
E12000001,North East,region,2021-07-23,76.2,61.2,
E12000001,North East,region,2021-07-22,76.1,61.0,
E12000001,North East,region,2021-07-21,76.0,60.7,
E12000001,North East,region,2021-07-20,75.9,60.5,
E12000001,North East,region,2021-07-19,75.9,60.3,
E12000001,North East,region,2021-07-18,75.8,60.2,
E12000001,North East,region,2021-07-17,75.7,59.9,
E12000001,North East,region,2021-07-16,75.6,59.7,
E12000001,North East,region,2021-07-15,75.5,59.4,
E12000001,North East,region,2021-07-14,75.3,59.1,
E12000001,North East,region,2021-07-13,75.2,58.9,
E12000001,North East,region,2021-07-12,75.2,58.7,
E12000001,North East,region,2021-07-11,75.1,58.6,
E12000001,North East,region,2021-07-10,75.0,58.4,
E12000001,North East,region,2021-07-09,74.9,58.0,
E12000001,North East,region,2021-07-08,74.7,57.7,
E12000001,North East,region,2021-07-07,74.6,57.4,
E12000001,North East,region,2021-07-06,74.4,57.2,
E12000001,North East,region,2021-07-05,74.3,57.0,
E12000001,North East,region,2021-07-04,74.1,56.9,
E12000001,North East,region,2021-07-03,73.9,56.7,
E12000001,North East,region,2021-07-02,73.7,56.4,
E12000001,North East,region,2021-07-01,73.4,56.2,
E12000001,North East,region,2021-06-30,73.1,55.9,
E12000001,North East,region,2021-06-29,72.9,55.7,
E12000001,North East,region,2021-06-28,72.6,55.4,
E12000001,North East,region,2021-06-27,72.4,55.3,
E12000001,North East,region,2021-06-26,72.1,55.0,
E12000001,North East,region,2021-06-25,71.8,54.7,
E12000001,North East,region,2021-06-24,71.5,54.4,
E12000001,North East,region,2021-06-23,71.1,54.1,
E12000001,North East,region,2021-06-22,70.8,53.8,
E12000001,North East,region,2021-06-21,70.6,53.5,
E12000001,North East,region,2021-06-20,70.4,53.4,
E12000001,North East,region,2021-06-19,70.1,53.2,
E12000001,North East,region,2021-06-18,69.7,52.7,
E12000001,North East,region,2021-06-17,69.3,52.3,
E12000001,North East,region,2021-06-16,68.8,52.0,
E12000001,North East,region,2021-06-15,68.6,51.7,
E12000001,North East,region,2021-06-14,68.3,51.3,
E12000001,North East,region,2021-06-13,68.2,51.0,
E12000001,North East,region,2021-06-12,68.0,50.6,
E12000001,North East,region,2021-06-11,67.6,50.0,
E12000001,North East,region,2021-06-10,67.3,49.5,
E12000001,North East,region,2021-06-09,66.9,49.0,
E12000001,North East,region,2021-06-08,66.7,48.5,
E12000001,North East,region,2021-06-07,66.6,48.0,
E12000001,North East,region,2021-06-06,66.5,47.6,
E12000001,North East,region,2021-06-05,66.3,47.1,
E12000001,North East,region,2021-06-04,66.0,46.0,
E12000001,North East,region,2021-06-03,65.8,45.2,
E12000001,North East,region,2021-06-02,65.5,44.6,
E12000001,North East,region,2021-06-01,65.3,44.1,
E12000001,North East,region,2021-05-31,65.2,43.6,
E12000001,North East,region,2021-05-30,65.1,43.4,
E12000001,North East,region,2021-05-29,65.0,42.8,
E12000001,North East,region,2021-05-28,64.7,41.9,
E12000001,North East,region,2021-05-27,64.4,41.1,
E12000001,North East,region,2021-05-26,63.9,40.4,
E12000001,North East,region,2021-05-25,63.5,39.7,
E12000001,North East,region,2021-05-24,63.3,39.1,
E12000001,North East,region,2021-05-23,63.2,38.7,
E12000001,North East,region,2021-05-22,63.0,38.1,
E12000001,North East,region,2021-05-21,62.7,37.0,
E12000001,North East,region,2021-05-20,62.4,36.3,
E12000001,North East,region,2021-05-19,62.0,35.5,
E12000001,North East,region,2021-05-18,61.7,34.9,
E12000001,North East,region,2021-05-17,61.6,34.5,
E12000001,North East,region,2021-05-16,61.4,34.2,
E12000001,North East,region,2021-05-15,61.2,34.0,
E12000001,North East,region,2021-05-14,60.8,33.4,
E12000001,North East,region,2021-05-13,60.4,32.9,
E12000001,North East,region,2021-05-12,60.0,32.2,
E12000001,North East,region,2021-05-11,59.7,31.2,
E12000001,North East,region,2021-05-10,59.5,30.7,
E12000001,North East,region,2021-05-09,59.4,30.3,
E12000001,North East,region,2021-05-08,59.2,29.9,
E12000001,North East,region,2021-05-07,59.0,29.1,
E12000001,North East,region,2021-05-06,58.8,28.2,
E12000001,North East,region,2021-05-05,58.6,27.1,
E12000001,North East,region,2021-05-04,58.5,26.4,
E12000001,North East,region,2021-05-03,58.3,26.0,
E12000001,North East,region,2021-05-02,58.2,25.9,
E12000001,North East,region,2021-05-01,58.0,25.7,
E12000001,North East,region,2021-04-30,57.8,25.0,
E12000001,North East,region,2021-04-29,57.6,24.3,
E12000001,North East,region,2021-04-28,57.4,23.5,
E12000001,North East,region,2021-04-27,57.2,22.7,
E12000001,North East,region,2021-04-26,57.1,22.2,
E12000001,North East,region,2021-04-25,57.0,21.8,
E12000001,North East,region,2021-04-24,56.8,21.4,
E12000001,North East,region,2021-04-23,56.5,20.4,
E12000001,North East,region,2021-04-22,56.1,19.7,
E12000001,North East,region,2021-04-21,55.9,19.0,
E12000001,North East,region,2021-04-20,55.7,18.2,
E12000001,North East,region,2021-04-19,55.5,17.8,
E12000001,North East,region,2021-04-18,55.3,17.5,
E12000001,North East,region,2021-04-17,55.1,17.2,
E12000001,North East,region,2021-04-16,54.9,16.5,
E12000001,North East,region,2021-04-15,54.7,15.7,
E12000001,North East,region,2021-04-14,54.5,15.1,
E12000001,North East,region,2021-04-13,54.3,14.5,
E12000001,North East,region,2021-04-12,54.2,14.2,
E12000001,North East,region,2021-04-11,54.1,13.8,
E12000001,North East,region,2021-04-10,53.9,13.5,
E12000001,North East,region,2021-04-09,53.7,12.5,
E12000001,North East,region,2021-04-08,53.4,11.7,
E12000001,North East,region,2021-04-07,53.3,11.0,
E12000001,North East,region,2021-04-06,53.0,10.5,
E12000001,North East,region,2021-04-05,52.8,10.2,
E12000001,North East,region,2021-04-04,52.7,10.1,
E12000001,North East,region,2021-04-03,52.6,10.0,
E12000001,North East,region,2021-04-02,52.2,9.7,
E12000001,North East,region,2021-04-01,52.1,9.3,
E12000001,North East,region,2021-03-31,51.8,8.4,
E12000001,North East,region,2021-03-30,51.4,7.7,
E12000001,North East,region,2021-03-29,51.0,7.2,
E12000001,North East,region,2021-03-28,50.7,6.9,
E12000001,North East,region,2021-03-27,50.2,6.6,
E12000001,North East,region,2021-03-26,49.4,6.0,
E12000001,North East,region,2021-03-25,48.7,5.6,
E12000001,North East,region,2021-03-24,48.0,5.1,
E12000001,North East,region,2021-03-23,47.4,4.7,
E12000001,North East,region,2021-03-22,46.7,4.4,
E12000001,North East,region,2021-03-21,46.2,4.2,
E12000001,North East,region,2021-03-20,45.7,4.1,
E12000001,North East,region,2021-03-19,44.2,3.8,
E12000001,North East,region,2021-03-18,43.2,3.4,
E12000001,North East,region,2021-03-17,42.2,3.1,
E12000001,North East,region,2021-03-16,41.4,2.8,
E12000001,North East,region,2021-03-15,40.6,2.6,
E12000001,North East,region,2021-03-14,40.0,2.5,
E12000001,North East,region,2021-03-13,39.4,2.5,
E12000001,North East,region,2021-03-12,38.7,2.4,
E12000001,North East,region,2021-03-11,38.1,2.2,
E12000001,North East,region,2021-03-10,37.9,2.1,
E12000001,North East,region,2021-03-09,37.6,1.8,
E12000001,North East,region,2021-03-08,37.3,1.7,
E12000001,North East,region,2021-03-07,37.1,1.6,
E12000001,North East,region,2021-03-06,36.8,1.6,
E12000001,North East,region,2021-03-05,36.2,1.6,
E12000001,North East,region,2021-03-04,35.4,1.6,
E12000001,North East,region,2021-03-03,34.6,1.5,
E12000001,North East,region,2021-03-02,34.3,1.4,
E12000001,North East,region,2021-03-01,34.1,1.3,
E12000001,North East,region,2021-02-28,33.9,1.3,
E12000001,North East,region,2021-02-27,33.8,1.2,
E12000001,North East,region,2021-02-26,33.3,1.2,
E12000001,North East,region,2021-02-25,32.5,1.1,
E12000001,North East,region,2021-02-24,31.7,1.1,
E12000001,North East,region,2021-02-23,30.9,1.1,
E12000001,North East,region,2021-02-22,30.3,1.1,
E12000001,North East,region,2021-02-21,30.2,1.1,
E12000001,North East,region,2021-02-20,29.9,1.1,
E12000001,North East,region,2021-02-19,29.3,1.1,
E12000001,North East,region,2021-02-18,28.6,1.1,
E12000001,North East,region,2021-02-17,27.9,1.1,
E12000001,North East,region,2021-02-16,26.9,1.1,
E12000001,North East,region,2021-02-15,26.3,1.1,
E12000001,North East,region,2021-02-14,25.9,1.1,
E12000001,North East,region,2021-02-13,25.5,1.1,
E12000001,North East,region,2021-02-12,24.6,1.1,
E12000001,North East,region,2021-02-11,23.8,1.1,
E12000001,North East,region,2021-02-10,22.9,1.1,
E12000001,North East,region,2021-02-09,22.1,1.1,
E12000001,North East,region,2021-02-08,21.5,1.0,
E12000001,North East,region,2021-02-07,21.0,1.0,
E12000001,North East,region,2021-02-06,20.3,1.0,
E12000001,North East,region,2021-02-05,19.3,1.0,
E12000001,North East,region,2021-02-04,18.6,1.0,
E12000001,North East,region,2021-02-03,17.9,1.0,
E12000001,North East,region,2021-02-02,17.2,1.0,
E12000001,North East,region,2021-02-01,16.8,1.0,
E12000001,North East,region,2021-01-31,16.5,1.0,
E12000001,North East,region,2021-01-30,16.0,1.0,
E12000001,North East,region,2021-01-29,15.1,1.0,
E12000001,North East,region,2021-01-28,14.2,1.0,
E12000001,North East,region,2021-01-27,13.7,1.0,
E12000001,North East,region,2021-01-26,13.3,1.0,
E12000001,North East,region,2021-01-25,12.9,1.0,
E12000001,North East,region,2021-01-24,12.6,1.0,
E12000001,North East,region,2021-01-23,12.4,1.0,
E12000001,North East,region,2021-01-22,11.5,1.0,
E12000001,North East,region,2021-01-21,10.7,1.0,
E12000001,North East,region,2021-01-20,10.0,1.0,
E12000001,North East,region,2021-01-19,9.4,1.0,
E12000001,North East,region,2021-01-18,9.0,1.0,
E12000001,North East,region,2021-01-17,8.7,1.0,
E12000001,North East,region,2021-01-16,8.5,1.0,
E12000001,North East,region,2021-01-15,7.9,1.0,
E12000001,North East,region,2021-01-14,7.3,1.0,
E12000001,North East,region,2021-01-13,6.7,1.0,
E12000001,North East,region,2021-01-12,6.2,1.0,
E12000001,North East,region,2021-01-11,5.8,1.0,
E12000001,North East,region,2021-01-10,5.5,1.0,
E12000001,North East,region,2021-01-09,5.3,0.8,
E12000001,North East,region,2021-01-08,4.8,0.6,
E12000001,North East,region,2021-01-07,4.1,0.5,
E12000001,North East,region,2021-01-06,3.6,0.4,
E12000001,North East,region,2021-01-05,3.4,0.2,
E12000001,North East,region,2021-01-04,3.2,0.1,
E12000001,North East,region,2021-01-03,3.2,0.1,
E12000001,North East,region,2021-01-02,3.1,0.1,
E12000001,North East,region,2021-01-01,3.0,0.1,
E12000001,North East,region,2020-12-31,3.0,0.1,
E12000001,North East,region,2020-12-30,2.7,,
E12000001,North East,region,2020-12-29,2.2,,
E12000001,North East,region,2020-12-28,1.9,,
E12000001,North East,region,2020-12-27,1.9,,
E12000001,North East,region,2020-12-26,1.9,,
E12000001,North East,region,2020-12-25,1.9,,
E12000001,North East,region,2020-12-24,1.9,,
E12000001,North East,region,2020-12-23,1.8,,
E12000001,North East,region,2020-12-22,1.5,,
E12000001,North East,region,2020-12-21,1.3,,
E12000001,North East,region,2020-12-20,1.2,,
E12000001,North East,region,2020-12-19,0.9,,
E12000001,North East,region,2020-12-18,0.7,,
E12000001,North East,region,2020-12-17,0.6,,
E12000001,North East,region,2020-12-16,0.4,,
E12000001,North East,region,2020-12-15,0.3,,
E12000001,North East,region,2020-12-14,0.1,,
E12000001,North East,region,2020-12-13,0.1,,
E12000001,North East,region,2020-12-12,0.1,,
E12000001,North East,region,2020-12-11,0.1,,
E12000001,North East,region,2020-12-10,0.1,,
E12000001,North East,region,2020-12-09,0.1,,
E12000002,North West,region,2022-01-29,80.8,74.9,56.3
E12000002,North West,region,2022-01-28,80.7,74.8,56.2
E12000002,North West,region,2022-01-27,80.7,74.7,56.2
E12000002,North West,region,2022-01-26,80.7,74.7,56.1
E12000002,North West,region,2022-01-25,80.7,74.7,56.0
E12000002,North West,region,2022-01-24,80.6,74.6,55.9
E12000002,North West,region,2022-01-23,80.6,74.6,55.9
E12000002,North West,region,2022-01-22,80.6,74.5,55.8
E12000002,North West,region,2022-01-21,80.6,74.5,55.7
E12000002,North West,region,2022-01-20,80.5,74.4,55.6
E12000002,North West,region,2022-01-19,80.5,74.4,55.5
E12000002,North West,region,2022-01-18,80.5,74.3,55.5
E12000002,North West,region,2022-01-17,80.5,74.3,55.4
E12000002,North West,region,2022-01-16,80.4,74.2,55.3
E12000002,North West,region,2022-01-15,80.4,74.2,55.2
E12000002,North West,region,2022-01-14,80.4,74.1,55.1
E12000002,North West,region,2022-01-13,80.3,74.1,54.9
E12000002,North West,region,2022-01-12,80.3,74.1,54.8
E12000002,North West,region,2022-01-11,80.3,74.0,54.6
E12000002,North West,region,2022-01-10,80.3,74.0,54.4
E12000002,North West,region,2022-01-09,80.2,73.9,54.2
E12000002,North West,region,2022-01-08,80.2,73.9,54.1
E12000002,North West,region,2022-01-07,80.1,73.8,53.8
E12000002,North West,region,2022-01-06,80.1,73.8,53.5
E12000002,North West,region,2022-01-05,80.1,73.7,53.1
E12000002,North West,region,2022-01-04,80.0,73.7,52.8
E12000002,North West,region,2022-01-03,80.0,73.6,52.5
E12000002,North West,region,2022-01-02,80.0,73.6,52.3
E12000002,North West,region,2022-01-01,80.0,73.5,52.2
E12000002,North West,region,2021-12-31,80.0,73.5,52.2
E12000002,North West,region,2021-12-30,79.9,73.5,52.0
E12000002,North West,region,2021-12-29,79.9,73.4,51.5
E12000002,North West,region,2021-12-28,79.8,73.4,51.0
E12000002,North West,region,2021-12-27,79.8,73.3,50.7
E12000002,North West,region,2021-12-26,79.8,73.3,50.4
E12000002,North West,region,2021-12-25,79.8,73.3,50.4
E12000002,North West,region,2021-12-24,79.8,73.3,50.4
E12000002,North West,region,2021-12-23,79.8,73.3,50.3
E12000002,North West,region,2021-12-22,79.7,73.2,49.6
E12000002,North West,region,2021-12-21,79.7,73.2,48.6
E12000002,North West,region,2021-12-20,79.6,73.1,47.2
E12000002,North West,region,2021-12-19,79.6,73.0,45.9
E12000002,North West,region,2021-12-18,79.5,72.9,44.7
E12000002,North West,region,2021-12-17,79.5,72.9,43.3
E12000002,North West,region,2021-12-16,79.4,72.8,42.0
E12000002,North West,region,2021-12-15,79.3,72.7,40.7
E12000002,North West,region,2021-12-14,79.3,72.6,39.5
E12000002,North West,region,2021-12-13,79.3,72.6,38.5
E12000002,North West,region,2021-12-12,79.2,72.5,37.7
E12000002,North West,region,2021-12-11,79.2,72.5,37.2
E12000002,North West,region,2021-12-10,79.2,72.4,36.3
E12000002,North West,region,2021-12-09,79.1,72.4,35.7
E12000002,North West,region,2021-12-08,79.1,72.3,35.0
E12000002,North West,region,2021-12-07,79.1,72.3,34.4
E12000002,North West,region,2021-12-06,79.0,72.2,33.8
E12000002,North West,region,2021-12-05,79.0,72.2,33.3
E12000002,North West,region,2021-12-04,79.0,72.2,32.9
E12000002,North West,region,2021-12-03,79.0,72.1,32.3
E12000002,North West,region,2021-12-02,78.9,72.0,31.7
E12000002,North West,region,2021-12-01,78.9,72.0,31.0
E12000002,North West,region,2021-11-30,78.8,71.9,30.4
E12000002,North West,region,2021-11-29,78.8,71.9,29.8
E12000002,North West,region,2021-11-28,78.8,71.8,29.3
E12000002,North West,region,2021-11-27,78.8,71.8,29.0
E12000002,North West,region,2021-11-26,78.7,71.7,28.3
E12000002,North West,region,2021-11-25,78.7,71.7,27.7
E12000002,North West,region,2021-11-24,78.7,71.7,27.1
E12000002,North West,region,2021-11-23,78.6,71.6,26.5
E12000002,North West,region,2021-11-22,78.6,71.6,26.0
E12000002,North West,region,2021-11-21,78.6,71.6,25.5
E12000002,North West,region,2021-11-20,78.6,71.5,25.2
E12000002,North West,region,2021-11-19,78.5,71.5,24.4
E12000002,North West,region,2021-11-18,78.5,71.4,23.9
E12000002,North West,region,2021-11-17,78.4,71.4,23.3
E12000002,North West,region,2021-11-16,78.4,71.4,22.7
E12000002,North West,region,2021-11-15,78.3,71.3,22.1
E12000002,North West,region,2021-11-14,78.3,71.3,21.6
E12000002,North West,region,2021-11-13,78.3,71.3,21.4
E12000002,North West,region,2021-11-12,78.2,71.3,20.6
E12000002,North West,region,2021-11-11,78.2,71.2,20.1
E12000002,North West,region,2021-11-10,78.1,71.2,19.5
E12000002,North West,region,2021-11-09,78.1,71.1,18.8
E12000002,North West,region,2021-11-08,78.0,71.1,18.3
E12000002,North West,region,2021-11-07,77.9,71.1,17.8
E12000002,North West,region,2021-11-06,77.9,71.0,17.5
E12000002,North West,region,2021-11-05,77.9,71.0,16.9
E12000002,North West,region,2021-11-04,77.8,71.0,16.4
E12000002,North West,region,2021-11-03,77.7,70.9,15.8
E12000002,North West,region,2021-11-02,77.6,70.9,15.3
E12000002,North West,region,2021-11-01,77.6,70.9,14.8
E12000002,North West,region,2021-10-31,77.5,70.9,14.4
E12000002,North West,region,2021-10-30,77.5,70.8,14.2
E12000002,North West,region,2021-10-29,77.4,70.8,13.5
