region,date,new_cases_7d_100k,new_tests_7d_100k,dose1_fraction,dose2_fraction
london,2021-02-20,83.17700617873636,2765.424402676238,0.18600000000000003,0.006999999999999999
south east,2021-02-20,80.08883329273922,3128.9867438985425,0.284,0.011000000000000001
south west,2021-02-20,70.10156637798737,3557.7745001685425,0.32,0.011000000000000001
north east,2021-02-21,142.6248744822451,3090.6675465862354,0.302,0.011000000000000001
north west,2021-02-21,152.59094022281928,3219.393679177071,0.294,0.011000000000000001
yorkshire and the humber,2021-02-21,153.80793670032912,3243.2867578526275,0.284,0.011000000000000001
east midlands,2021-02-21,170.1017881159521,3130.815843412061,0.29100000000000004,0.006
west midlands,2021-02-21,156.942061534163,3094.0824939244567,0.28600000000000003,0.009000000000000001
east of england,2021-02-21,94.80326718485611,3270.536324789066,0.289,0.01
london,2021-02-21,81.59966444831696,2741.7198445585263,0.187,0.006999999999999999
south east,2021-02-21,79.36193653974362,3120.003601936149,0.28600000000000003,0.011000000000000001
south west,2021-02-21,68.27035630014493,3564.512642105458,0.322,0.011000000000000001
north east,2021-02-22,136.1078765410921,3051.453196905849,0.303,0.011000000000000001
north west,2021-02-22,145.9435220092203,3181.7567600701577,0.29600000000000004,0.011000000000000001
yorkshire and the humber,2021-02-22,150.51880194811272,3250.428359828434,0.28600000000000003,0.011000000000000001
east midlands,2021-02-22,163.33990084219616,3111.4607165367224,0.295,0.006999999999999999
west midlands,2021-02-22,151.44833104343635,3088.993209850225,0.28800000000000003,0.009000000000000001
east of england,2021-02-22,90.47361864968846,3286.6682745163944,0.292,0.01
london,2021-02-22,77.54522971871776,2764.5912996496077,0.19,0.008
south east,2021-02-22,76.13972257497208,3112.137928116421,0.289,0.011000000000000001
south west,2021-02-22,65.55020929131103,3536.831146074383,0.324,0.011000000000000001
north east,2021-02-23,124.19750099346766,2967.9682060390096,0.309,0.011000000000000001
north west,2021-02-23,138.80572048478203,3177.7792065489057,0.301,0.011000000000000001
yorkshire and the humber,2021-02-23,146.0303141923257,3247.4118053043026,0.29100000000000004,0.011000000000000001
east midlands,2021-02-23,159.88658226507923,3063.507148989811,0.301,0.006999999999999999
west midlands,2021-02-23,143.67958945992416,3064.456793916182,0.294,0.009000000000000001
east of england,2021-02-23,88.38897305868181,3320.359354414125,0.297,0.01
london,2021-02-23,74.46830254036439,2787.2628100142983,0.195,0.008
south east,2021-02-23,72.42929437311393,3108.2756110408022,0.294,0.011000000000000001
south west,2021-02-23,62.49226624870037,3462.4271249503972,0.33,0.012
north east,2021-02-24,118.57939932005989,2833.3210359330037,0.317,0.011000000000000001
north west,2021-02-24,133.15269065149602,3200.7182480892757,0.309,0.011000000000000001
yorkshire and the humber,2021-02-24,141.48731039092183,3232.3835487292586,0.299,0.012
east midlands,2021-02-24,153.0419807739073,3074.756282558384,0.308,0.006999999999999999
west midlands,2021-02-24,137.07363132383568,3043.1896531821426,0.302,0.009000000000000001
east of england,2021-02-24,84.28382481793025,3350.3782509246203,0.305,0.011000000000000001
london,2021-02-24,70.4805160528956,2771.7004454768503,0.201,0.008
south east,2021-02-24,68.90330266082184,3115.4035389022665,0.301,0.011000000000000001
south west,2021-02-24,58.616501229577565,3439.652560778396,0.33899999999999997,0.012
north east,2021-02-25,113.93510193670946,3008.7181701767945,0.325,0.011000000000000001
north west,2021-02-25,128.1126399567591,3174.469119200741,0.318,0.012
yorkshire and the humber,2021-02-25,134.20033229347004,3239.725042872327,0.306,0.012
east midlands,2021-02-25,144.8325946953718,3058.110046303419,0.317,0.006999999999999999
west midlands,2021-02-25,128.1589582269204,3034.274980085227,0.312,0.01
east of england,2021-02-25,78.94392495789016,3319.0444241182586,0.313,0.011000000000000001
london,2021-02-25,65.52633005453603,2748.7179099822183,0.207,0.008
south east,2021-02-25,64.68296181133991,3078.017177546702,0.309,0.012
south west,2021-02-25,53.35399459810805,3436.9146350309425,0.348,0.012
north east,2021-02-26,110.4893329103527,3092.352977088258,0.33299999999999996,0.012
north west,2021-02-26,121.0020819495897,3133.4948692283924,0.327,0.012
yorkshire and the humber,2021-02-26,127.5493747282148,3211.376699151567,0.315,0.012
east midlands,2021-02-26,136.14760186669446,3031.351996969351,0.327,0.008
west midlands,2021-02-26,119.800398952686,3058.524913140919,0.321,0.01
east of england,2021-02-26,75.38399171786342,3358.7649404945937,0.321,0.011000000000000001
london,2021-02-26,60.99424958966898,2819.0095893490775,0.213,0.009000000000000001
south east,2021-02-26,60.25648606175476,3056.5249019096227,0.317,0.012
south west,2021-02-26,48.92708868177053,3390.5654634490465,0.358,0.013000000000000001
north east,2021-02-27,107.94246015174119,2986.6203035947237,0.33799999999999997,0.012
north west,2021-02-27,113.7961716319793,3125.4444098754484,0.335,0.012
yorkshire and the humber,2021-02-27,121.53443769515609,3254.626095340932,0.322,0.012
east midlands,2021-02-27,130.4609994193462,3050.4176240837332,0.336,0.008
west midlands,2021-02-27,112.68888279597853,3033.9716452728553,0.33,0.01
east of england,2021-02-27,70.18841347566224,3262.470349925402,0.32799999999999996,0.012
london,2021-02-27,57.672945523504175,2848.4236802092933,0.21899999999999997,0.009000000000000001
south east,2021-02-27,56.4484150124793,2951.146571135798,0.324,0.012
south west,2021-02-27,45.40689843504431,3320.2505522076217,0.366,0.013000000000000001
north east,2021-02-28,102.24945045602132,2915.382774375913,0.33899999999999997,0.013000000000000001
north west,2021-02-28,105.74571227903463,3003.761239994137,0.337,0.012
yorkshire and the humber,2021-02-28,115.15606035798507,3124.514466468725,0.324,0.012
east midlands,2021-02-28,122.5824702104746,2979.262718551641,0.34,0.009000000000000001
west midlands,2021-02-28,105.69533017741547,2963.446301396503,0.33299999999999996,0.011000000000000001
east of england,2021-02-28,66.42001567653485,3218.6286495730005,0.331,0.012
london,2021-02-28,54.70709874870147,2885.235725945983,0.221,0.009000000000000001
south east,2021-02-28,52.99836773706734,2929.827882783017,0.32799999999999996,0.012
south west,2021-02-28,43.273449800664785,3225.8810076135674,0.368,0.013999999999999999
north east,2021-03-01,95.88226855949252,2912.6860855726777,0.341,0.013000000000000001
north west,2021-03-01,95.07987526828055,3051.600856318235,0.34,0.012
yorkshire and the humber,2021-03-01,110.59488454137559,3160.0589282109086,0.327,0.012
east midlands,2021-03-01,110.38212314161831,2973.3072948976906,0.34299999999999997,0.009000000000000001
west midlands,2021-03-01,94.91009240420982,2962.738520167636,0.336,0.011000000000000001
east of england,2021-03-01,60.88768699270952,3200.347911313404,0.33299999999999996,0.012
london,2021-03-01,49.452995660755114,2937.743432704381,0.223,0.009000000000000001
south east,2021-03-01,47.44357463954872,2938.3336597135917,0.33,0.013000000000000001
south west,2021-03-01,39.77103829255839,3254.8959090411286,0.37200000000000005,0.013999999999999999
north east,2021-03-02,92.99830970047653,2892.5358275707217,0.34299999999999997,0.013999999999999999
north west,2021-03-02,89.07267971049949,3135.7015941271693,0.344,0.013000000000000001
yorkshire and the humber,2021-03-02,107.17854568271989,3164.438383875462,0.33,0.012
east midlands,2021-03-02,100.86998813878122,2961.7893401225165,0.34700000000000003,0.01
west midlands,2021-03-02,89.04561936502924,2997.6220235903484,0.34,0.011000000000000001
east of england,2021-03-02,55.7241802211392,3194.7835111589475,0.336,0.012
london,2021-03-02,46.59822928950308,2942.1088925639224,0.22699999999999998,0.01
south east,2021-03-02,44.65532888552081,2996.669836442806,0.33299999999999996,0.013000000000000001
south west,2021-03-02,37.459802271980564,3447.5107632483605,0.375,0.015
north east,2021-03-03,89.47763265180765,3060.2548895275218,0.34600000000000003,0.015
north west,2021-03-03,82.86115777320208,3142.131064202618,0.348,0.013000000000000001
yorkshire and the humber,2021-03-03,103.54414264159679,3230.3846270566405,0.33399999999999996,0.013000000000000001
east midlands,2021-03-03,93.7152083322994,2949.38220751012,0.35100000000000003,0.01
west midlands,2021-03-03,82.52392089904394,2975.2089513429055,0.345,0.013000000000000001
east of england,2021-03-03,53.030176688146,3043.2778838987106,0.34,0.013000000000000001
london,2021-03-03,44.90980715553301,3014.100102105107,0.23,0.01
south east,2021-03-03,41.85623392622432,2916.0168444761,0.337,0.013999999999999999
south west,2021-03-03,35.41524733070018,3394.2989985592108,0.382,0.015
north east,2021-03-04,83.52244487799544,2850.4375190313194,0.354,0.016
north west,2021-03-04,77.71213300938975,3048.2771472114355,0.35600000000000004,0.013999999999999999
yorkshire and the humber,2021-03-04,100.56393214787586,3201.4184348188896,0.34,0.013999999999999999
east midlands,2021-03-04,89.4967832440847,2885.774974317236,0.35700000000000004,0.011000000000000001
west midlands,2021-03-04,78.29408545986485,2898.2461686706706,0.35,0.013999999999999999
east of england,2021-03-04,50.59274492019976,3021.3730694578253,0.34700000000000003,0.013999999999999999
london,2021-03-04,43.34357346546866,3077.938010025673,0.23399999999999999,0.011000000000000001
south east,2021-03-04,38.78590883521304,2897.5948939300324,0.341,0.015
south west,2021-03-04,34.081841934212974,3390.1921099380306,0.389,0.017
north east,2021-03-05,79.96431381817052,2801.4102184280478,0.36200000000000004,0.016
north west,2021-03-05,75.0831335929459,3134.5165011259746,0.363,0.015
yorkshire and the humber,2021-03-05,99.21920302266031,3219.572278009299,0.34700000000000003,0.013999999999999999
east midlands,2021-03-05,87.98724877624315,2897.644464516428,0.364,0.012
west midlands,2021-03-05,74.5361041732635,2925.07444763152,0.359,0.015
east of england,2021-03-05,48.73259962360922,3029.599401674644,0.355,0.013999999999999999
london,2021-03-05,41.99950058250563,3089.15713078429,0.239,0.012
south east,2021-03-05,37.21277407126735,2934.7751203854937,0.35100000000000003,0.016
south west,2021-03-05,32.7662152763456,3458.8535984878113,0.396,0.018000000000000002
north east,2021-03-06,78.46615337192844,2734.5548085144956,0.368,0.016
north west,2021-03-06,74.48377621303122,3109.5886828249786,0.37,0.015
yorkshire and the humber,2021-03-06,100.03694370691301,3198.456396340374,0.35600000000000004,0.015
east midlands,2021-03-06,86.41567864533964,2896.527822581312,0.371,0.012
west midlands,2021-03-06,73.08683784748898,2981.0734243820857,0.368,0.016
east of england,2021-03-06,47.88270565189113,3030.4974028523084,0.36200000000000004,0.015
london,2021-03-06,40.899804587354076,3114.638975358812,0.244,0.012
south east,2021-03-06,36.75710744998652,2943.899302016379,0.358,0.016
south west,2021-03-06,32.6417641060068,3466.6051285260573,0.40399999999999997,0.018000000000000002
north east,2021-03-07,76.96799292568637,2825.1186074898283,0.371,0.016
north west,2021-03-07,74.11598872990179,3103.922031233058,0.373,0.015
yorkshire and the humber,2021-03-07,99.52812728115579,3168.8541835704264,0.358,0.015
east midlands,2021-03-07,85.58853647117989,2864.765563093578,0.374,0.012
west midlands,2021-03-07,71.9409063340859,2944.6058391614342,0.371,0.016
east of england,2021-03-07,46.90452579764954,3057.533652594133,0.364,0.015
london,2021-03-07,40.177781964274764,3106.3857013749976,0.24600000000000002,0.012
south east,2021-03-07,35.83492500215628,2912.545098790151,0.361,0.016
south west,2021-03-07,32.60620662876714,3441.4837708562386,0.406,0.018000000000000002
north east,2021-03-08,75.32001643482009,2825.9051417241053,0.373,0.017
north west,2021-03-08,73.77544476404117,3023.853333979913,0.377,0.016
yorkshire and the humber,2021-03-08,99.72801944841757,3119.3354421351246,0.36200000000000004,0.015
east midlands,2021-03-08,83.5413595901345,2834.0785884322513,0.377,0.013000000000000001
west midlands,2021-03-08,70.2557129320225,2916.951815433574,0.375,0.016
east of england,2021-03-08,46.48759667944822,3049.8685711133544,0.36700000000000005,0.015
london,2021-03-08,40.31107844853556,3093.7225353702224,0.249,0.013000000000000001
south east,2021-03-08,36.00851228645374,2899.7647349837507,0.364,0.017
south west,2021-03-08,31.53948231157737,3384.2717899776276,0.409,0.019
north east,2021-03-09,76.66836083643796,2827.702934259596,0.376,0.018000000000000002
north west,2021-03-09,74.00701466082639,2947.8302990411917,0.38,0.017
yorkshire and the humber,2021-03-09,100.69113625431517,3088.9518327113356,0.366,0.015
east midlands,2021-03-09,82.23861066583291,2847.106077675267,0.38,0.013999999999999999
west midlands,2021-03-09,66.64939905160686,2938.1684003655523,0.379,0.017
east of england,2021-03-09,44.130343588079164,2971.004824832042,0.369,0.016
london,2021-03-09,39.48908346226065,3086.7244699465305,0.252,0.013000000000000001
south east,2021-03-09,35.54199645990432,2854.577795040069,0.368,0.018000000000000002
south west,2021-03-09,31.575039788817033,3234.5925895372834,0.41200000000000003,0.02
north east,2021-03-10,75.4698324794443,2786.278797921003,0.379,0.021
north west,2021-03-10,74.78345490298857,2967.227683336612,0.384,0.018000000000000002
yorkshire and the humber,2021-03-10,101.99952134911949,3105.052238183511,0.369,0.017
east midlands,2021-03-10,81.30807571990319,2864.165885017312,0.384,0.013999999999999999
west midlands,2021-03-10,66.64939905160686,2926.810196835645,0.384,0.018000000000000002
east of england,2021-03-10,43.376664028253686,3069.0473105506157,0.374,0.017
london,2021-03-10,38.911465363797205,3197.3383358022807,0.255,0.013999999999999999
south east,2021-03-10,35.314163149263905,2903.6379012646375,0.371,0.02
south west,2021-03-10,31.023898891602318,3233.1525117090773,0.41600000000000004,0.021
north east,2021-03-11,75.69455654638061,2980.253121698195,0.381,0.022000000000000002
north west,2021-03-11,73.57111838452481,2989.8261809111214,0.386,0.019
yorkshire and the humber,2021-03-11,104.57994750831688,3134.5272468470193,0.37200000000000005,0.018000000000000002
east midlands,2021-03-11,80.6256834262214,2888.1736866222986,0.387,0.015
west midlands,2021-03-11,65.4697636701625,2954.6664437717527,0.387,0.019
east of england,2021-03-11,42.94369917473692,3085.435832042991,0.376,0.018000000000000002
london,2021-03-11,38.2894151039135,3232.1398262347034,0.258,0.015
south east,2021-03-11,35.72643294947037,2952.339983715343,0.374,0.021
south west,2021-03-11,30.490536733007435,3266.078735633001,0.418,0.022000000000000002
north east,2021-03-12,76.36872874718955,2978.342967129236,0.387,0.024
north west,2021-03-12,73.7345794881379,2852.205553427534,0.392,0.021
yorkshire and the humber,2021-03-12,106.16091283120542,3108.432233011755,0.37799999999999995,0.021
east midlands,2021-03-12,78.86800630613193,2805.997111619528,0.39299999999999996,0.016
west midlands,2021-03-12,65.63828301036882,2844.0672007943326,0.39299999999999996,0.02
east of england,2021-03-12,42.89559196879061,3040.9527022779725,0.382,0.019
london,2021-03-12,38.467143749594555,3198.9601096941205,0.262,0.016
south east,2021-03-12,35.628790102053046,2924.5660182277497,0.38,0.022000000000000002
south west,2021-03-12,30.881668982643685,3278.808312484799,0.425,0.023
north east,2021-03-13,76.96799292568637,3206.73752715884,0.39399999999999996,0.025
north west,2021-03-13,73.42127903954615,2873.918636690806,0.4,0.021
yorkshire and the humber,2021-03-13,106.26994492243911,3127.858117266558,0.39,0.022000000000000002
east midlands,2021-03-13,77.79272147972426,2791.0051597128822,0.402,0.017
west midlands,2021-03-13,65.16642885779108,2812.2844532314175,0.40299999999999997,0.021
east of england,2021-03-13,43.29648535167651,3004.295011346886,0.391,0.019
london,2021-03-13,38.045038216102036,3158.0825211874762,0.267,0.016
south east,2021-03-13,34.901893349057445,2926.670764049856,0.391,0.023
south west,2021-03-13,29.54826358615648,3256.5848892100125,0.436,0.024
north east,2021-03-14,76.51854479181375,2977.2193467945544,0.4,0.025
north west,2021-03-14,73.99339290219196,2909.539535519825,0.40399999999999997,0.021
yorkshire and the humber,2021-03-14,108.43241473190736,3132.2012289007002,0.395,0.023
east midlands,2021-03-14,76.40725833800668,2836.3532294111906,0.40700000000000003,0.017
west midlands,2021-03-14,65.35180013201804,2883.315355128389,0.40700000000000003,0.021
east of england,2021-03-14,43.58512858735435,3004.647797523826,0.396,0.02
london,2021-03-14,37.52296031941392,3137.9214279430307,0.26899999999999996,0.017
south east,2021-03-14,34.92359175959463,2945.309698701296,0.396,0.024
south west,2021-03-14,29.299361245478867,3191.354697213859,0.439,0.025
north east,2021-03-15,75.69455654638061,2985.9086773827585,0.406,0.026000000000000002
north west,2021-03-15,72.9445174873413,2944.506589934392,0.409,0.022000000000000002
yorkshire and the humber,2021-03-15,109.05026324889828,3148.6469026617824,0.401,0.023
east midlands,2021-03-15,75.08383085935108,2891.8544692973096,0.414,0.018000000000000002
west midlands,2021-03-15,65.78995041655453,2906.7058395490285,0.413,0.021
east of england,2021-03-15,43.120092263206715,3026.921433876966,0.40299999999999997,0.02
london,2021-03-15,37.90063369148618,3134.5445836750905,0.273,0.017
south east,2021-03-15,34.78255209110295,2967.138299701701,0.40299999999999997,0.024
south west,2021-03-15,28.837114041363304,3220.5473860276184,0.445,0.025
north east,2021-03-16,73.85930999973408,3017.856948898871,0.414,0.027999999999999997
north west,2021-03-16,71.52785458936118,2978.315794865033,0.415,0.023
yorkshire and the humber,2021-03-16,107.90542629094449,3180.593305393254,0.409,0.025
east midlands,2021-03-16,74.83568820710317,2928.5795818300026,0.42200000000000004,0.019
west midlands,2021-03-16,66.29550843717354,2905.037498080986,0.42,0.022000000000000002
east of england,2021-03-16,42.59091299779733,3101.3593172112187,0.41100000000000003,0.021
london,2021-03-16,37.00088242272581,3217.499429046726,0.278,0.018000000000000002
south east,2021-03-16,33.84952043800412,3022.794722729573,0.41,0.026000000000000002
south west,2021-03-16,27.37925747453729,3352.5900777570914,0.45299999999999996,0.027000000000000003
north east,2021-03-17,73.44731587701752,3167.3359074226732,0.42200000000000004,0.031
north west,2021-03-17,70.34276158816628,2966.246916714933,0.42100000000000004,0.025
yorkshire and the humber,2021-03-17,107.8872542757389,3181.1021218190112,0.41700000000000004,0.027000000000000003
east midlands,2021-03-17,74.91840242451914,2961.747983013808,0.431,0.02
west midlands,2021-03-17,65.95846975676086,2932.8431892150315,0.425,0.024
east of england,2021-03-17,43.39269976356912,3143.5653725614457,0.419,0.022000000000000002
london,2021-03-17,36.20110351716103,3174.5668530743947,0.28300000000000003,0.019
south east,2021-03-17,33.49149666414061,3021.286683197239,0.419,0.027000000000000003
south west,2021-03-17,27.343699997297634,3295.0758583219426,0.462,0.028999999999999998
north east,2021-03-18,71.98660944193149,2988.230826074434,0.43200000000000005,0.034
north west,2021-03-18,70.15205696728435,2985.4535963894714,0.428,0.027000000000000003
yorkshire and the humber,2021-03-18,107.41478188039288,3192.8957596874557,0.426,0.028999999999999998
east midlands,2021-03-18,75.16654507676706,2999.300237720661,0.44,0.022000000000000002
west midlands,2021-03-18,65.14957692377044,2965.417977676917,0.433,0.025
east of england,2021-03-18,42.751270350951685,3163.4176128819554,0.43,0.024
london,2021-03-18,36.45658844532756,3115.316565820471,0.28800000000000003,0.021
south east,2021-03-18,33.00328242705401,3056.535751114892,0.429,0.028999999999999998
south west,2021-03-18,27.59260233797524,3285.617569376194,0.47200000000000003,0.031
north east,2021-03-19,70.188816906441,3055.0487819768305,0.442,0.038
north west,2021-03-19,68.38122834480922,3123.210441459403,0.43799999999999994,0.028999999999999998
yorkshire and the humber,2021-03-19,107.74187815409397,3304.1448367762337,0.436,0.031
east midlands,2021-03-19,74.29804579389933,3117.209354647133,0.45,0.023
west midlands,2021-03-19,63.75086640005783,3075.4611068316563,0.444,0.027999999999999997
east of england,2021-03-19,42.22209108554231,3198.632087634652,0.44,0.026000000000000002
london,2021-03-19,35.61237737834252,3131.656493182774,0.29600000000000004,0.022000000000000002
south east,2021-03-19,32.60186183211614,3081.1417486640557,0.441,0.031
south west,2021-03-19,26.828116577322582,3326.4908894631817,0.484,0.034
north east,2021-03-20,68.50338640441868,3097.7463546947292,0.457,0.040999999999999995
north west,2021-03-20,67.67289689581916,3157.360190355904,0.45,0.031
yorkshire and the humber,2021-03-20,108.10531845820627,3308.2153681822915,0.45,0.032
east midlands,2021-03-20,74.69093832662521,3179.617231687486,0.46399999999999997,0.024
west midlands,2021-03-20,63.70031059799593,3107.6314488770463,0.45799999999999996,0.028999999999999998
east of england,2021-03-20,41.35616137850878,3251.806585940637,0.45399999999999996,0.027000000000000003
london,2021-03-20,35.75678190295838,3185.619353227685,0.303,0.023
south east,2021-03-20,32.460822163624464,3108.6336348146656,0.456,0.032
south west,2021-03-20,27.325921258677802,3285.333109558276,0.5,0.035
north east,2021-03-21,71.72443136383912,3092.0533449990094,0.462,0.042
north west,2021-03-21,69.47096903556314,3164.0212303281373,0.455,0.031
yorkshire and the humber,2021-03-21,110.79477670863736,3328.767917379843,0.456,0.033
east midlands,2021-03-21,76.53132966413065,3192.6033638217937,0.47100000000000003,0.024
west midlands,2021-03-21,65.36865206603869,3077.0620405636164,0.46299999999999997,0.03
east of england,2021-03-21,43.424771234199994,3247.156222699161,0.46,0.027999999999999997
london,2021-03-21,36.812045736689676,3226.152592483322,0.306,0.023
south east,2021-03-21,33.90376646434707,3118.4304671722034,0.46299999999999997,0.033
south west,2021-03-21,27.53926612211575,3344.696317809887,0.506,0.036000000000000004
north east,2021-03-22,71.46225328574675,3116.5108142839113,0.467,0.044000000000000004
north west,2021-03-22,68.36760658617479,3193.621311840741,0.46,0.033
yorkshire and the humber,2021-03-22,112.23036590988099,3364.821195547783,0.45899999999999996,0.034
east midlands,2021-03-22,75.35265206595301,3220.2092338843754,0.47700000000000004,0.025
west midlands,2021-03-22,63.54864319181023,3108.895343928594,0.467,0.031
east of england,2021-03-22,43.28044961636107,3277.5279053865956,0.466,0.028999999999999998
london,2021-03-22,36.22331959787117,3263.553364358831,0.31,0.024
south east,2021-03-22,33.068377658665554,3125.883871191726,0.46799999999999997,0.035
south west,2021-03-22,28.054849542090807,3356.803638809991,0.512,0.037000000000000005
north east,2021-03-23,65.65688155655874,3176.7743182339987,0.474,0.047
north west,2021-03-23,67.23700061951759,3145.6454779302994,0.465,0.036000000000000004
yorkshire and the humber,2021-03-23,113.44789092865722,3377.995906571855,0.46399999999999997,0.036000000000000004
east midlands,2021-03-23,74.21533157648335,3230.1969756373546,0.48200000000000004,0.027000000000000003
west midlands,2021-03-23,62.35215587634523,3108.979603598697,0.47100000000000003,0.033
east of england,2021-03-23,42.36641270338123,3271.6588262611467,0.47200000000000003,0.032
london,2021-03-23,35.96783466970464,3312.8064152931943,0.314,0.026000000000000002
south east,2021-03-23,32.86224275856233,3136.0712749389327,0.473,0.038
south west,2021-03-23,28.090407019330467,3283.4485632645747,0.517,0.04
north east,2021-03-24,60.15114191661913,3090.1057364188946,0.48,0.051
north west,2021-03-24,66.58315620506522,3174.687067338891,0.47,0.040999999999999995
yorkshire and the humber,2021-03-24,114.7381040082559,3441.761507928359,0.47,0.040999999999999995
east midlands,2021-03-24,74.77365254404118,3238.654504368138,0.48700000000000004,0.031
west midlands,2021-03-24,62.30160007428332,3137.1391853471755,0.475,0.037000000000000005
east of england,2021-03-24,42.558841527166464,3298.8875048267564,0.478,0.035
london,2021-03-24,37.70068896509498,3285.069638526594,0.318,0.028999999999999998
south east,2021-03-24,34.283488648747756,3226.1088294629694,0.478,0.042
south west,2021-03-24,29.38825493857801,3419.6337010924676,0.524,0.044000000000000004
north east,2021-03-25,58.690435481533115,3013.2501055266766,0.48700000000000004,0.055999999999999994
north west,2021-03-25,66.41969510145213,3260.258955080344,0.47600000000000003,0.046
yorkshire and the humber,2021-03-25,114.81079206907837,3484.429399631144,0.47600000000000003,0.046
east midlands,2021-03-25,73.59497494586354,3271.161191812616,0.49200000000000005,0.035
west midlands,2021-03-25,62.77345422686107,3169.2421196564833,0.48,0.040999999999999995
east of england,2021-03-25,42.863520498159744,3311.459521314058,0.484,0.038
london,2021-03-25,37.42298795621832,3317.94943797759,0.322,0.032
south east,2021-03-25,34.55471878046254,3211.2562674502688,0.483,0.047
south west,2021-03-25,28.997122688941765,3415.135680221651,0.528,0.048
north east,2021-03-26,57.3046370687592,3037.4079427223296,0.494,0.06
north west,2021-03-26,65.52065903158014,3245.302264099746,0.48200000000000004,0.051
yorkshire and the humber,2021-03-26,112.41208606193713,3451.701600245831,0.483,0.051
east midlands,2021-03-26,72.14747614108398,3239.1714682269876,0.499,0.039
west midlands,2021-03-26,61.5432630433548,3146.8627512770818,0.485,0.046
east of england,2021-03-26,41.83723343797185,3231.1365231190402,0.49,0.040999999999999995
london,2021-03-26,37.27858343160246,3290.168229049569,0.327,0.035
south east,2021-03-26,34.05565533810734,3174.260477484373,0.489,0.052000000000000005
south west,2021-03-26,28.605990439305522,3361.1238722946096,0.534,0.053
north east,2021-03-27,56.96755096835473,3200.5576153180914,0.502,0.066
north west,2021-03-27,64.41729658219178,3179.2094912055204,0.491,0.055999999999999994
yorkshire and the humber,2021-03-27,111.12187298233845,3499.2941080693377,0.491,0.057999999999999996
east midlands,2021-03-27,71.1135484233843,3203.604354738118,0.51,0.042
west midlands,2021-03-27,60.161404453662826,3102.1377183863196,0.49200000000000005,0.052000000000000005
east of england,2021-03-27,41.80516196734098,3245.7931851973485,0.499,0.045
london,2021-03-27,36.43437236461743,3310.040513244783,0.332,0.037000000000000005
south east,2021-03-27,33.762726795855386,3202.7396413144247,0.49700000000000005,0.055999999999999994
south west,2021-03-27,28.07262828071064,3421.624919817889,0.541,0.057999999999999996
north east,2021-03-28,56.068654700609486,3288.649449557125,0.507,0.069
north west,2021-03-28,62.905281373770705,3174.6734455802566,0.494,0.057
yorkshire and the humber,2021-03-28,110.59488454137559,3479.72284769289,0.496,0.061
east midlands,2021-03-28,70.34844191228653,3217.107450731276,0.515,0.044000000000000004
west midlands,2021-03-28,58.84695360005339,3167.5569262544204,0.496,0.053
east of england,2021-03-28,40.105374023904794,3232.22695312049,0.504,0.047
london,2021-03-28,36.58988492958835,3384.6865444308282,0.335,0.038
south east,2021-03-28,33.339607790380335,3205.6038315053324,0.5,0.057999999999999996
south west,2021-03-28,28.125964496570123,3371.648885557548,0.544,0.059000000000000004
north east,2021-03-29,52.959971774657184,3234.6782194812545,0.51,0.07200000000000001
north west,2021-03-29,58.51907509348612,3126.5341505662022,0.498,0.06
yorkshire and the humber,2021-03-29,101.47253290815664,3441.070971350546,0.5,0.063
east midlands,2021-03-29,66.77105200904562,3175.750342023289,0.519,0.046
west midlands,2021-03-29,54.499154622729854,3146.070710378112,0.499,0.055999999999999994
east of england,2021-03-29,36.64165519577067,3253.6667312372274,0.508,0.049
london,2021-03-29,34.97921907810374,3794.4177209678032,0.337,0.04
south east,2021-03-29,31.766473026434632,3322.959684895682,0.503,0.061
south west,2021-03-29,26.09918829390957,3350.66997398615,0.547,0.062
north east,2021-03-30,54.00868408702664,3196.2504040351455,0.514,0.077
north west,2021-03-30,55.0046613658047,3121.5485869060026,0.502,0.065
yorkshire and the humber,2021-03-30,95.4212518446867,3405.144897289044,0.503,0.069
east midlands,2021-03-30,62.55262692083091,3111.6881806346164,0.524,0.05
west midlands,2021-03-30,51.617473905201464,3136.5999234585156,0.502,0.06
east of england,2021-03-30,34.97393872296535,3204.8379172017258,0.512,0.053
london,2021-03-30,33.54628187230019,3789.419102808024,0.34,0.043
south east,2021-03-30,30.30183031517484,3257.6474691787644,0.506,0.065
south west,2021-03-30,24.605774249843904,3342.6873203458463,0.5489999999999999,0.067
north east,2021-03-31,56.405740801013955,3198.0107425594797,0.518,0.084
north west,2021-03-31,51.35403005177903,2972.867091411263,0.506,0.07200000000000001
yorkshire and the humber,2021-03-31,88.78846629463706,3286.390777920347,0.507,0.077
east midlands,2021-03-31,57.71384520199639,3006.4963746358508,0.527,0.055
west midlands,2021-03-31,48.11227162890963,3004.9357629553033,0.505,0.067
east of england,2021-03-31,31.542291365462102,3074.4353176166023,0.515,0.059000000000000004
london,2021-03-31,30.091681321874574,3676.828005769072,0.34299999999999997,0.048
south east,2021-03-31,27.437640124266796,3096.9381915351246,0.51,0.07200000000000001
south west,2021-03-31,21.761176070671198,3200.3507389554916,0.552,0.07400000000000001
north east,2021-04-01,53.634143975466124,3198.085650581792,0.521,0.09300000000000001
north west,2021-04-01,47.4445853236993,2919.537906357493,0.509,0.081
yorkshire and the humber,2021-04-01,83.17331359610189,3176.3773978655513,0.509,0.086
east midlands,2021-04-01,53.88831264650756,2948.96863642304,0.531,0.061
