region,date,new_cases_7d_100k,new_tests_7d_100k,dose1_fraction,dose2_fraction
east midlands,2021-01-13,412.16494538380226,4697.9814422381805,0.046,0.005
west midlands,2021-01-13,567.9607322974225,4927.640323105501,0.055,0.008
east of england,2021-01-13,563.8805966319825,5711.255418474962,0.039,0.009000000000000001
london,2021-01-13,772.3975860895343,5301.823229311719,0.032,0.006
south east,2021-01-13,535.4191292102375,5241.1859700247305,0.052000000000000005,0.009000000000000001
south west,2021-01-13,352.1434758429611,5039.95238142648,0.055999999999999994,0.01
north east,2021-01-14,335.36321589128744,4136.533354107825,0.073,0.01
north west,2021-01-14,547.0225832412049,5012.861664502623,0.061,0.01
yorkshire and the humber,2021-01-14,264.1665850440317,3935.3316129280806,0.057999999999999996,0.008
east midlands,2021-01-14,408.52551981749934,4732.638699335474,0.051,0.005
west midlands,2021-01-14,571.8703809902096,4985.493012598337,0.062,0.008
east of england,2021-01-14,544.0924992527347,5881.13799840669,0.043,0.009000000000000001
london,2021-01-14,737.4405830921407,5233.775374096583,0.036000000000000004,0.006
south east,2021-01-14,520.6099640186106,5267.516991211602,0.057,0.009000000000000001
south west,2021-01-14,350.490053151317,4886.87744190975,0.061,0.01
north east,2021-01-15,337.9849966722111,4242.902745791012,0.079,0.01
north west,2021-01-15,533.3054722963396,4848.487903061027,0.069,0.01
yorkshire and the humber,2021-01-15,261.67701896086237,3700.3856283346786,0.064,0.008
east midlands,2021-01-15,406.66444992564,4522.3998372184205,0.055999999999999994,0.005
west midlands,2021-01-15,576.6900341201108,4946.918935625106,0.069,0.008
east of england,2021-01-15,531.9694833542653,5602.372775683154,0.05,0.009000000000000001
london,2021-01-15,711.336688257735,4944.366490685686,0.040999999999999995,0.006
south east,2021-01-15,506.31071147460773,4999.780303593311,0.063,0.009000000000000001
south west,2021-01-15,346.1520409280786,4724.361992185889,0.068,0.01
north east,2021-01-16,338.20972073914743,4043.3103203404116,0.085,0.01
north west,2021-01-16,519.5066307996681,4532.653807363269,0.07400000000000001,0.01
yorkshire and the humber,2021-01-16,258.7694965279639,3348.702618060403,0.07,0.008
east midlands,2021-01-16,400.81241904345967,4342.785914099632,0.061,0.005
west midlands,2021-01-16,570.0335201819604,4779.596082734233,0.07400000000000001,0.008
east of england,2021-01-16,514.9234967139571,5417.512818966811,0.057999999999999996,0.009000000000000001
london,2021-01-16,682.7779165048595,4878.240326451976,0.044000000000000004,0.006
south east,2021-01-16,489.02792748174215,4896.702004336427,0.068,0.009000000000000001
south west,2021-01-16,332.6579783156281,4643.468731465665,0.07400000000000001,0.01
north east,2021-01-17,333.90250945620147,3810.3089169386135,0.087,0.01
north west,2021-01-17,500.02751595244155,4441.08834582267,0.077,0.01
yorkshire and the humber,2021-01-17,256.60702671849566,3291.1881899346295,0.07200000000000001,0.008
east midlands,2021-01-17,399.17881324949417,4201.42731653573,0.065,0.005
west midlands,2021-01-17,566.7305411139162,4615.272874099032,0.076,0.008
east of england,2021-01-17,503.1532669924273,5321.715336192398,0.062,0.009000000000000001
london,2021-01-17,659.6287604049014,4686.571090125308,0.046,0.006
south east,2021-01-17,474.4791432165615,4752.385875853629,0.071,0.009000000000000001
south west,2021-01-17,322.6307697340443,4601.368678413909,0.077,0.01
north east,2021-01-18,328.9960339947587,3746.187649839453,0.09,0.01
north west,2021-01-18,473.0836773735506,4236.21709596093,0.08,0.01
yorkshire and the humber,2021-01-18,250.46488557899767,3327.459532285038,0.075,0.008
east midlands,2021-01-18,392.6857471823402,4022.805964025933,0.068,0.005
west midlands,2021-01-18,556.754196173701,4481.586481513345,0.079,0.008
east of england,2021-01-18,479.51659313747507,5077.699551897413,0.065,0.009000000000000001
london,2021-01-18,623.5165212105809,4581.44459620496,0.047,0.006
south east,2021-01-18,449.2004949407443,4556.991688966304,0.07400000000000001,0.009000000000000001
south west,2021-01-18,307.85663794096604,4543.338875558786,0.08,0.01
north east,2021-01-19,322.51649006476174,3710.9808793527645,0.094,0.01
north west,2021-01-19,456.16545314959575,4244.853290935155,0.087,0.01
yorkshire and the humber,2021-01-19,245.95822580800504,3276.4143415724643,0.079,0.008
east midlands,2021-01-19,391.3623197036846,4027.2725317663953,0.073,0.005
west midlands,2021-01-19,544.5870998108034,4525.35095416493,0.084,0.008
east of england,2021-01-19,460.0973176704823,4885.270728112184,0.073,0.009000000000000001
london,2021-01-19,591.8919303197072,4383.254940189867,0.051,0.006
south east,2021-01-19,431.8743141268044,4425.304035416146,0.079,0.009000000000000001
south west,2021-01-19,297.3849608938865,4406.602596833678,0.086,0.01
north east,2021-01-20,319.03326702724894,3887.014731786208,0.1,0.01
north west,2021-01-20,442.35298989428975,4140.456132760929,0.094,0.01
yorkshire and the humber,2021-01-20,243.54134778565816,3271.944025831883,0.085,0.008
east midlands,2021-01-20,388.0744295613996,3993.1529170823055,0.079,0.005
west midlands,2021-01-20,528.7294298973869,4464.71769555869,0.08900000000000001,0.008
east of england,2021-01-20,440.16489867339567,4848.260251004158,0.08199999999999999,0.009000000000000001
london,2021-01-20,557.512545420777,4378.500698917899,0.055,0.006
south east,2021-01-20,410.79430828993196,4312.569943470216,0.084,0.009000000000000001
south west,2021-01-20,283.784225849717,4175.923463241391,0.092,0.01
north east,2021-01-21,314.80096376661504,3778.0235593220973,0.107,0.01
north west,2021-01-21,424.345024979581,3971.9686002117364,0.102,0.01
yorkshire and the humber,2021-01-21,254.7534811675229,3286.0455096314404,0.092,0.009000000000000001
east midlands,2021-01-21,383.421754831751,3821.665665824636,0.085,0.005
west midlands,2021-01-21,505.1030184004582,4213.826101859493,0.096,0.008
